real,imag,alpha,theta,imag_err
1.1766709104034836,-1.462216669814434,1.465567581333927,1.4024470235485276,-1.3930120460452506
-1.0663928382421453,-1.8776270871357519,1.2249912186552638,1.494116232134536,-1.812398726403529
0.32822496939288737,-0.0016145201905091965,0.6502051805891408,0.27738032628800685,0.49651924757265054
-1.2287344258219643,-0.8355087456536175,1.1173424199426478,1.5509519117419426,-0.7820373520674826
0.6491520950525458,-0.31351951381601,3.1755237172391215,1.3422199010138125,-0.20896841246672254
1.1460631183583234,-1.1918058209033144,1.551630633212587,1.3914527514161965,-1.116106320674063
-0.8387328509186444,-2.012838914337716,1.2675504956180372,1.484731474880286,-1.9426440057160517
0.33783757530001274,-3.128505101722956e-05,0.6435349686079435,0.07426338533503926,0.1141138830106207
-1.2253128607167965,-0.9570607135110707,1.1491939042900272,1.5410326620538948,-0.9032592530571376
0.7376878467312481,-0.4329754337760636,2.4823810557207153,1.3183335470608022,-0.33788641817709486
-1.0746145591993115,-0.007281479391459543,0.2450354693136752,1.8446913167172203,0.007385287898187911
0.6710745160419607,-0.33625434314819846,2.9597593154792174,1.3271136873897933,-0.23593782132589752
0.6761012334132018,-0.03901862255924204,2.0296341787948617,0.026023118092465537,-0.04588004086676396
0.7253973971222473,-0.41352964606699527,2.553032394033417,1.3178935086277457,-0.308568506910173
