#Number of input points = 24
#     alpha               Energy
#1.130676126878130 2.892489508316591
#1.132804674457429 2.894509271353234
#1.134933222036728 2.896499461731696
#1.137061769616027 2.898490052601723
#1.139190317195325 2.900480643372467
#1.141318864774624 2.902471234330874
#1.143447412353923 2.904480014362977
#1.145575959933222 2.905808613055251
#1.147704507512521 2.907048713855193
#1.149833055091820 2.908288815758581
#1.151961602671119 2.909528916497310
#1.154090150250418 2.910769018293926
#1.156218697829716 2.912006120208733
#1.158347245409015 2.913213888053571
#1.160475792988314 2.914418129115325
#1.162604340567613 2.915622370170348
#1.164732888146912 2.916826610714560
#1.166861435726210 2.918030152656971
#1.168989983305509 2.919294647495033
#1.171118530884808 2.920972543583124
#1.173247078464107 2.922655968770930
#1.175375626043406 2.924339393954546
#1.177504173622705 2.926022818511160
#1.179632721202003 2.927706243166894
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.885620764914135   -0.007814449891255    1.119478754569883   -0.004674904601267     -8.565e-17     -5.169e-15      5.170e-15      4.757e-03     -1.454e-03     1
   2.898852251536477   -0.010618208677365    1.140659061727990   -0.010142854681235     -3.883e-14      3.302e-14      5.097e-14     -2.399e-03     -2.584e-03     2
   2.903324345017319   -0.002075124194478    1.142771545745408   -0.001930953905301     -2.388e-13      1.153e-13      2.652e-13     -2.006e-04     -1.543e-03     3
   2.905016181034134   -0.000700689453224    1.143932127395105   -0.001234612896690      1.081e-13     -7.241e-14      1.301e-13      1.153e-04      1.288e-04     4
   2.906351759001557   -0.003556783746435    1.145580921491324   -0.006174609942169      2.580e-14     -2.325e-14      3.473e-14      6.418e-04      4.574e-04     5
   2.912088686199275   -0.000049648011681    1.156374429852613   -0.000037391885892      3.352e-17     -1.017e-13      1.017e-13     -6.664e-06     -2.491e-05     6
   2.914783925543298   -0.004721165965329    1.161665017776471   -0.008785023812442     -3.283e-16     -1.805e-15      1.835e-15     -3.100e-04      9.567e-04     7
   2.917722798176843   -0.017874749200295    1.163982489637348   -0.016447497870146     -3.441e-15     -1.276e-14      1.322e-14      1.192e-03     -7.918e-03     8
   2.918065438880793   -0.001340739556648    1.167291761077836   -0.002410620265797     -3.949e-14     -5.242e-14      6.563e-14     -2.186e-04      2.363e-04     9
   2.919497221247009   -0.003853222946645    1.168501415539957   -0.003896426077761     -1.182e-15     -2.057e-15      2.372e-15      4.402e-04     -1.232e-03    10
   2.919083570835607   -0.000289922312584    1.168584895830377   -0.000181192538786     -1.785e-14     -3.863e-13      3.868e-13      5.073e-05     -1.585e-04    11
