#Number of input points = 13
#     alpha               Energy
#1.132804674457429 2.894509271353234
#1.134933222036728 2.896499461731696
#1.137061769616027 2.898490052601723
#1.139190317195325 2.900480643372467
#1.141318864774624 2.902471234330874
#1.143447412353923 2.904480014362977
#1.145575959933222 2.905808613055251
#1.147704507512521 2.907048713855193
#1.149833055091820 2.908288815758581
#1.151961602671119 2.909528916497310
#1.154090150250418 2.910769018293926
#1.156218697829716 2.912006120208733
#1.158347245409015 2.913213888053571
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.899552314379913   -0.008687274841801    1.140296729017231   -0.008455497241860     -5.524e-14      2.507e-14      6.066e-14      1.087e-03     -1.302e-03     1
   2.903226548543029   -0.001983303528437    1.142641978352041   -0.001868553754094      2.460e-13     -9.892e-14      2.652e-13      4.073e-04     -1.233e-04     2
   2.904956858500529   -0.000729361262532    1.143822881572651   -0.001251662610294      5.033e-14     -2.870e-14      5.794e-14      5.709e-05      6.245e-05     3
   2.905891748313280   -0.003465144736880    1.144757547520568   -0.005795619711420     -3.185e-15      2.225e-15      3.885e-15      2.593e-04      1.784e-04     4
   2.912665329922239   -0.000125980161921    1.157375079405067   -0.000094922983927      6.248e-16     -4.935e-13      4.935e-13     -1.035e-05     -6.248e-05     5
