real,imag,alpha,theta
2.9241303141972157,-0.020123448813748637,1.1694267119938382,-0.019043200766515816
2.923304795892101,-0.01940523331638661,1.1689054707468287,-0.01859254856170173
2.9268621745249077,-0.020145308180215288,1.1710035756192432,-0.019446078622575167
2.8732687395457894,-0.05118619327064852,1.0666949586425578,-0.04225987370570266
2.8735331918456493,-0.04830910633423589,1.0699177405154054,-0.03927222486079153
2.874635995540622,-0.040793103893464404,1.0785315735206669,-0.03183044161600912
3.052361562758623,-0.17181572263330783,1.0842969473307862,-0.6432768967300397
2.9237476572250483,-0.021045571129544773,1.1689442562015244,-0.019472995662600457
2.9263249561423983,-0.019374471741513286,1.1708856938674583,-0.019128144645868088
2.922141688747725,-0.019987215819022235,1.167887474906938,-0.018798823950255415
2.926890490149949,-0.02059310945734953,1.1708409384047633,-0.01968936763611009
2.941649578258492,-0.023208622122164787,1.2146573296077456,-0.017613415477248685
2.9698571893272034,-0.0711767186772037,1.2974633009229966,-0.05018401352513377
2.93678672459656,-0.019659523311919502,1.178612161668017,-0.02446445177489019
