#Number of input points = 22
#     alpha               Energy
#1.134933222036728 2.896499461731696
#1.137061769616027 2.898490052601723
#1.139190317195325 2.900480643372467
#1.141318864774624 2.902471234330874
#1.143447412353923 2.904480014362977
#1.145575959933222 2.905808613055251
#1.147704507512521 2.907048713855193
#1.149833055091820 2.908288815758581
#1.151961602671119 2.909528916497310
#1.154090150250418 2.910769018293926
#1.156218697829716 2.912006120208733
#1.158347245409015 2.913213888053571
#1.160475792988314 2.914418129115325
#1.162604340567613 2.915622370170348
#1.164732888146912 2.916826610714560
#1.166861435726210 2.918030152656971
#1.168989983305509 2.919294647495033
#1.171118530884808 2.920972543583124
#1.173247078464107 2.922655968770930
#1.175375626043406 2.924339393954546
#1.177504173622705 2.926022818511160
#1.179632721202003 2.927706243166894
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.895371043277990   -0.012087856817838    1.138403028272893   -0.011968914063100     -1.307e-14      1.062e-14      1.684e-14     -6.316e-03     -1.609e-03     1
   2.902876978096303   -0.002083857427814    1.142336628357591   -0.002008354439004     -1.019e-13      3.392e-14      1.074e-13     -1.111e-03     -8.038e-05     2
   2.904916407411520   -0.000828019705222    1.143711568308543   -0.001396974703980      9.671e-15     -4.583e-15      1.070e-14      1.634e-04      2.174e-04     3
   2.906222095451690   -0.004154890623928    1.145153303745311   -0.007248162287318      1.781e-14     -1.477e-14      2.314e-14      9.059e-04      1.065e-03     4
   2.912196968685017   -0.000072862000456    1.156562603811538   -0.000054894147662      1.707e-16     -8.456e-14      8.456e-14     -5.205e-06     -3.673e-05     5
   2.914853259360582   -0.004314484544503    1.161746564342022   -0.007979636317797      7.532e-15      2.816e-14      2.915e-14     -2.235e-04      8.807e-04     6
   2.916703267332238   -0.015600270647201    1.163535924456667   -0.014541428093473      2.190e-15      9.948e-15      1.019e-14      9.557e-04     -6.518e-03     7
   2.917960386969747   -0.001254807186174    1.167078517519682   -0.002289916715949     -1.643e-14     -2.472e-14      2.968e-14     -1.925e-04      2.405e-04     8
   2.919185982386909   -0.003799940146781    1.168150031748873   -0.003807450190228     -7.734e-14     -9.597e-14      1.233e-13      3.426e-04     -1.315e-03     9
   2.918939982220241   -0.000349833254543    1.168384186346090   -0.000220944563834     -1.341e-14     -2.252e-13      2.256e-13      2.799e-05     -1.935e-04    10
