#Number of input points = 22
#     alpha               Energy
#1.136842105263158 2.898284624558740
#1.139849624060150 2.901097218364303
#1.142857142857143 2.903898660231381
#1.145864661654135 2.905977173454589
#1.148872180451128 2.907729005348362
#1.151879699248120 2.909481199872963
#1.154887218045113 2.911233541624013
#1.157894736842105 2.912958797201221
#1.160902255639098 2.914659403232758
#1.163909774436090 2.916360928861355
#1.166917293233083 2.918054325207271
#1.169924812030075 2.920007370628825
#1.172932330827068 2.922407040933792
#1.175939849624060 2.924785626446824
#1.178947368421053 2.927164881676387
#1.181954887218045 2.929523708427523
#1.184962406015037 2.931821985626549
#1.187969924812030 2.934120048176846
#1.190977443609023 2.936418109362648
#1.193984962406015 2.938597424557283
#1.196992481203007 2.940137639479087
#1.200000000000000 2.941622629000000
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   3.052361562758623   -0.171815722633308    1.084296947330786   -0.643276896730040      1.981e-17     -9.970e-18      2.218e-17     -1.124e-01     -2.017e-02     1
   2.899553377555594   -0.005454202216916    1.140254190822659   -0.005616353502497      5.109e-14     -2.285e-14      5.597e-14      2.625e-06      2.790e-06     2
   2.905565446771176   -0.002152333138965    1.144267968321410   -0.003749975557510     -1.836e-15      1.086e-15      2.134e-15     -3.114e-07      2.448e-07     3
   2.915837449800972   -0.005678307115423    1.164412594151858   -0.010619754221005      1.232e-14      1.606e-14      2.024e-14     -5.639e-06      5.601e-06     4
   2.918590429600449   -0.001038196779485    1.168206221417782   -0.001854302072168      4.790e-14      4.338e-14      6.462e-14     -7.156e-07     -1.971e-06     5
   2.920235080056623   -0.002758556542295    1.169489227689162   -0.002865331018284      3.395e-14      2.488e-14      4.209e-14      1.075e-06     -5.481e-06     6
   2.928749815214021   -0.017588410996704    1.173063947213948   -0.018815038875628     -6.328e-15     -9.021e-15      1.102e-14     -1.361e-04     -4.125e-05     7
   2.930843538348434   -0.000199083492027    1.183672817474791   -0.000109367977274     -1.128e-15      7.413e-13      7.413e-13      4.328e-05     -2.441e-05     8
   2.938075157361230   -0.005208820712544    1.194753594081391   -0.005087840535949     -2.228e-15      4.627e-15      5.136e-15      1.589e-05      2.708e-04     9
   2.939885920312415   -0.000892946848070    1.196218529296476   -0.002216187658281      2.357e-14     -6.068e-14      6.509e-14     -9.465e-05      1.720e-05    10
