#Number of input points = 13
#     alpha               Energy
#1.198998748435544 2.941128252158947
#1.199624530663329 2.941437237559864
#1.200250312891114 2.941746223272763
#1.200876095118899 2.942055209373077
#1.201501877346683 2.942364195189417
#1.202127659574468 2.942673179987972
#1.202753441802253 2.942982166006639
#1.203379224030038 2.943291151158203
#1.204005006257822 2.943600137094645
#1.204630788485607 2.943909123177364
#1.205256570713392 2.944218108758907
#1.205882352941177 2.944527094312102
#1.206508135168961 2.945079228404916
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.942347291377339   -0.000483215618563    1.201468882607524   -0.000813584035247     -4.499e-11      6.298e-11      7.740e-11     -4.137e-07     -5.664e-07     1
   2.942348949139415   -0.000480943449876    1.201470559450339   -0.000811667837505      2.805e-11     -3.748e-11      4.681e-11      4.152e-07      5.697e-07     2
   2.944192969834366   -0.000000196849119    1.205205656625688   -0.000000165396725      6.901e-10      5.191e-10      8.636e-10      3.661e-10     -9.842e-08     3
