#Number of input points = 22
#     alpha               Energy
#1.182790309106099 2.930162274687123
#1.183834586466165 2.930960212526819
#1.184878863826232 2.931758151200808
#1.185923141186299 2.932556088881196
#1.186967418546366 2.933354026531852
#1.188011695906433 2.934151965319903
#1.189055973266500 2.934949903070447
#1.190100250626566 2.935747841858657
#1.191144527986633 2.936545779522346
#1.192188805346700 2.937343718061460
#1.193233082706767 2.938143213066585
#1.194277360066834 2.938797068606128
#1.195321637426900 2.939312645268364
#1.196365914786967 2.939828266809413
#1.197410192147034 2.940343888517197
#1.198454469507101 2.940859509939657
#1.199498746867168 2.941375131627357
#1.200543024227235 2.941890751824720
#1.201587301587302 2.942406373245528
#1.202631578947368 2.942921994954729
#1.203675856307435 2.943437616493716
#1.204720133667502 2.943953238048814
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.910779294442915   -0.002031551221517    1.149410268628323   -0.011284537113002      1.790e-15      2.780e-15      3.306e-15      7.248e-03      9.848e-03     1
   2.934288616246551   -0.021777979116494    1.173687610180163   -0.031973226392550     -3.665e-15     -4.002e-15      5.427e-15      7.909e-03      5.208e-03     2
   2.932676388693989   -0.011193389707161    1.188449667690481   -0.013199399040750     -4.061e-15      9.143e-16      4.162e-15     -7.804e-04      1.816e-03     3
   2.936777328825785   -0.005355699035193    1.192274315634918   -0.005946907943499      1.058e-13     -3.060e-14      1.101e-13     -3.023e-05      2.869e-04     4
   2.937742383610881   -0.002506889126880    1.193114208194896   -0.002740785229271     -5.834e-14      2.197e-14      6.234e-14      7.072e-06      5.167e-05     5
   2.938171681921109   -0.000910873151609    1.193479445865898   -0.000980819784173     -3.039e-13      1.584e-13      3.427e-13      2.940e-06      8.929e-06     6
   2.938702874217331   -0.000343839917187    1.193951903476335   -0.000658957201777      2.349e-13     -1.711e-13      2.906e-13     -1.772e-06      2.331e-06     7
   2.938908137815043   -0.001141460601923    1.194213182576158   -0.002052634202318      8.105e-18     -1.465e-16      1.467e-16     -9.648e-06      1.373e-05     8
   2.939244141103720   -0.002607980068091    1.194623968229162   -0.004626392101418      8.530e-14     -4.074e-14      9.453e-14     -5.617e-05      6.717e-05     9
   2.939911993075549   -0.005869839705251    1.195091787133633   -0.010457583291078     -5.096e-15      1.805e-15      5.406e-15     -3.643e-04      5.732e-04    10
