#Number of input points = 9
#     alpha               Energy
#1.181746031746032 2.929364504383132
#1.182790309106099 2.930162274687123
#1.183834586466165 2.930960212526819
#1.184878863826232 2.931758151200808
#1.185923141186299 2.932556088881196
#1.186967418546366 2.933354026531852
#1.188011695906433 2.934151965319903
#1.189055973266500 2.934949903070447
#1.190100250626566 2.935747841858657
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.929429491111425   -0.000006334060068    1.181831282993487   -0.000003507073961     -9.644e-13     -3.140e-11      3.141e-11     -6.091e-08     -3.169e-06     1
   2.930321891942107   -0.000001545367018    1.182999205821009   -0.000000854791014     -8.934e-11      2.134e-11      9.185e-11     -1.292e-09     -7.727e-07     2
