real,imag,alpha,theta,imag_err
2.93782849109419,-5.421800548932715e-05,1.1923143688470634,-4.6093272235662006e-05,-2.7075834002986258e-05
2.937896051295659,-0.0014350299064973733,1.1925159256470854,-0.0024194701021696915,-1.0705242476830891e-05
2.938008881540012,-0.0013952972153186522,1.192630014688901,-0.002385537191831786,9.215623172432628e-06
2.9377549169180766,-5.9009637779551275e-05,1.1921649035991038,-5.01724244604162e-05,-2.944242679855399e-05
2.941367115823067,-4.486116848252259e-06,1.1994825907132254,-3.787652486697487e-06,-2.2429339726589715e-06
2.9387328141238283,-2.513225642480137e-06,1.194147288574146,-2.131344213480329e-06,-1.256797467739047e-06
2.9397641215274306,-3.437500443971258e-07,1.1962360029416048,-2.9099166804285685e-07,-1.7187524796785284e-07
2.940714731579461,-5.559510857583163e-07,1.1981612531073904,-4.6986838513683074e-07,-2.779768360707847e-07
2.835655938248389,-0.04335674992119624,0.9607441573295951,-0.051247182981756276,-0.01904938648018067
2.93916600591584,-0.0004306149369374349,1.1950280451822128,-0.000728802251267198,-5.815169433931889e-07
2.9391720255487797,-0.000428283820356982,1.1950341389890713,-0.0007268231315529669,5.840081464863946e-07
2.940764307503664,-4.3279109883185455e-07,1.1982616579174523,-3.6574786966384884e-07,-2.163886471826298e-07
2.938346776803196,-1.4315929622664427e-05,1.1933657045275587,-1.2158919719167676e-05,-1.2632535362030395e-05
2.9400960452362797,-0.0006841316752515318,1.1969112003522293,-0.0011580079243320451,2.3648096879845537e-07
2.940100310137104,-0.0006850563785302212,1.1969155202592294,-0.001158786087114536,-2.2587364757612263e-07
2.9408119009564393,-1.5820411060575064e-07,1.1983580480042622,-1.336862185638074e-07,-7.910037242436529e-08
2.8795796861603655,-0.018604312234709756,1.0661865046794723,-0.018854471226036295,-0.008682650299048286
2.939146080821519,-0.0006454252066016624,1.194989274860379,-0.0010909561672733702,-1.7196024111099974e-06
2.9391543949658185,-0.0006386056231909003,1.1949976860227605,-0.0010851698645871208,1.690315162938545e-06
2.9407746296931845,-3.934566854086473e-07,1.198282563203556,-3.3250095975681534e-07,-1.9672755672906616e-07
2.9388650554036015,-1.9196689539868827e-06,1.1944151156422962,-1.6276142828136527e-06,-9.598376693397998e-07
2.940754213442995,-4.6915457574084854e-07,1.198241214646538,-3.964850119863107e-07,-2.3455557044377213e-07
2.94193764679151,-0.0010951354960351874,1.2006440023734941,-0.001848218997719021,5.444990292099907e-07
2.9419454797917126,-0.0010972765340859628,1.2006519383867338,-0.0018500126035232202,-5.259210325704415e-07
2.84727681000005,-0.03613319238594547,0.9894553117802867,-0.040923574296257766,-0.016132195058549154
2.939150376556913,-0.0005233225941958252,1.1949971570131752,-0.000885293430464656,-9.662411280764128e-07
2.939157584142068,-0.0005194788332311029,1.1950044518998506,-0.0008820308318497383,9.556744626988732e-07
2.9407706048661337,-4.0987788184384594e-07,1.1982744118124373,-3.463804592560521e-07,-2.0489693184415417e-07
2.9426553938667177,-0.0007985821663388941,1.2020935339165593,-0.0013417849887540976,-2.1776092796437895e-06
2.9426569607544106,-0.0007899306162913388,1.2020951087167193,-0.0013344952015150154,2.148198525666386e-06
2.9387143904945927,-2.4029910341198674e-06,1.194109979651905,-2.037905142369484e-06,-1.201709383086896e-06
2.939792577248866,-3.14296982590475e-07,1.1962936336317738,-2.6604623137574277e-07,-1.5714860245026928e-07
2.940716270026192,-5.578905468489441e-07,1.198164368868191,-4.7150629168687703e-07,-2.7894144170679105e-07
2.9416479405476443,-0.0005441373026009169,1.2000527514256878,-0.0009189521355984087,3.758190479087554e-07
2.9416498839465834,-0.0005456396981122213,1.200054720785189,-0.0009202183927450962,-3.753742543876216e-07
2.7107786413494592,-0.15682602644102966,0.6233625947241653,-0.33996444748068194,-0.05415228695587433
2.939178575213925,-8.898861014642885e-05,1.1950518162178176,-0.0001513419060200664,3.1333867942606546e-07
2.939181908757337,-9.022326076072134e-05,1.195055192059734,-0.00015238768979016228,-3.039755247486142e-07
2.9407583784849645,-4.545710024627375e-07,1.1982496500103292,-3.841576805353414e-07,-2.2727543353056382e-07
2.942042197623231,-0.0009057455454723563,1.2008540819131632,-0.0015272891292147592,-1.6655197591149574e-07
