#Number of input points = 23
#     alpha               Energy
#0.983166248955723 2.253467948210280
#0.983876357560568 2.253723313675982
#0.984586466165413 2.253978678492805
#0.985296574770259 2.254234043547244
#0.986006683375104 2.254489408111891
#0.986716791979950 2.254744772648957
#0.987426900584795 2.255000137634646
#0.988137009189641 2.255255502413677
#0.988847117794486 2.255510867238284
#0.989557226399332 2.255766232367754
#0.990267335004177 2.256021597333388
#0.990977443609023 2.256276962164824
#0.991687552213868 2.256532326892393
#0.992397660818713 2.256787691565834
#0.993107769423559 2.257042813232543
#0.993817878028404 2.257315589508056
#0.994527986633250 2.257791655227532
#0.995238095238095 2.258264136349455
#0.995948203842941 2.258736616770122
#0.996658312447786 2.259209097239724
#0.997368421052632 2.259681578450062
#0.998078529657477 2.260154058944955
#0.998788638262322 2.260626539360897
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   2.254436535491684   -0.000103839065981    0.985859947501955   -0.000292179379857     -6.193e-12      1.753e-11      1.859e-11     -8.936e-08     -2.532e-07     1
   2.254436892140759   -0.000102828172920    0.985860442968688   -0.000290753546771      5.431e-12     -1.541e-11      1.634e-11      8.897e-08      2.522e-07     2
   2.256351453316250   -0.000000692164650    0.991184590832674   -0.000000970931880     -3.985e-17     -2.747e-11      2.747e-11     -1.976e-09     -3.461e-07     3
   2.257267495424332   -0.000175372345720    0.993861400671831   -0.000516548448700     -2.630e-14     -4.940e-15      2.676e-14     -1.581e-05      1.725e-05     4
   2.257323112146320   -0.000678164730625    0.994187565567738   -0.001892518484493      6.973e-14     -2.553e-16      6.973e-14     -8.040e-05      3.364e-05     5
   2.257804053202242   -0.000375532227779    0.994388542227061   -0.000631511693469     -1.314e-13      2.611e-15      1.314e-13     -2.476e-04     -3.409e-05     6
   2.258642187665409   -0.001196193714874    0.995527830155766   -0.002022200601763     -1.043e-13      3.009e-14      1.085e-13     -2.265e-03     -1.816e-03     7
   2.257694690507698   -0.001730207664620    0.995648693325943   -0.004593399467671     -1.897e-14      7.460e-15      2.038e-14     -2.764e-04     -9.159e-06     8
   2.260845522247478   -0.001800897483482    0.998966947529759   -0.003636498164753      4.368e-15     -4.465e-15      6.246e-15      3.237e-03     -5.681e-04     9
   2.261164468424915   -0.003293347248906    1.004937794046158   -0.005084788607967     -2.143e-16     -1.707e-15      1.720e-15     -3.988e-04     -1.650e-03    10
