real,imag,alpha,theta
2.252227976629586,-0.003177445135713901,0.9796696537532523,-0.009688898194389735
2.252313264460968,-0.004172237273445419,0.9798014127181293,-0.011125761270820952
1.8560861642699003,-0.6250443618181988,2.3175611095167494,-2.2121937290115015
1.9344127542211034,-0.3652636462875006,1.046240417374767,-2.1363136751190175
1.8667661138634546,-0.5752235720312735,2.06561251467108,-2.214885618954288
1.9595105666865726,-0.30804048261783,0.791892782033781,-2.045516802601465
1.9413089913920678,-0.3490034718750417,0.9721577220162498,-2.1163103962486107
1.8356251847362195,-0.7107718437268215,2.769460791531658,-2.2052429325876104
1.8868577727586406,-0.5035321042098784,1.705781700577181,-2.208412728651937
1.875718335708984,-0.5419536299985663,1.897450092723736,-2.2133703104968396
