Alpha	E root1	E root2	E root3	E root4	E root5		Alpha (0.9-1.3)	E root4 (0.9-1.3)		Smoothed alpha	Smoothed E root1	Smoothed E root2	Smoothed E root3	Smoothed E root4	Smoothed E root5		Start	0.2
0.552352	0.51898491	0.72112234	0.97980468	1.21198658	1.56761493		0.935218	2.48860027										
0.554354	0.51911713	0.72480588	0.98480621	1.21820889	1.57513757		0.935418	2.48916910										
0.556356	0.51924774	0.72849249	0.98981071	1.22443487	1.58265969		0.935618	2.48973792										
0.558358	0.51934965	0.73223382	0.99486842	1.23072624	1.59017244		0.935818	2.49030675										
0.560360	0.51945156	0.73597515	0.99992612	1.23701760	1.59768519		0.936018	2.49087558										
0.562362	0.51955348	0.73971647	1.00498382	1.24330897	1.60519794		0.936218	2.49144440										
0.564364	0.51965539	0.74345780	1.01004152	1.24960034	1.61271070		0.936418	2.49201323										
0.566366	0.51975730	0.74719912	1.01509922	1.25589171	1.62022345		0.936618	2.49258206										
0.568368	0.51985922	0.75094045	1.02015693	1.26218307	1.62773620		0.936818	2.49315088										
0.570370	0.52000191	0.75627350	1.02736299	1.27108338	1.63820037		0.937019	2.49371971										
0.572372	0.52015421	0.76198144	1.03507505	1.28059815	1.64935967		0.937219	2.49428854										
0.574374	0.52030651	0.76768938	1.04278711	1.29011292	1.66051897		0.937419	2.49485736										
0.576376	0.52045881	0.77339732	1.05049916	1.29962769	1.67167827		0.937619	2.49542619										
0.578378	0.52061111	0.77910526	1.05821122	1.30914246	1.68283757		0.937819	2.49599502										
0.580380	0.52076341	0.78481319	1.06592327	1.31865723	1.69399687		0.938019	2.49656384										
0.582382	0.52092226	0.79055726	1.07368336	1.32820155	1.70509344		0.938219	2.49713267										
0.584384	0.52108613	0.79632908	1.08148034	1.33776855	1.71614183		0.938419	2.49770150										
0.586386	0.52125001	0.80210089	1.08927731	1.34733555	1.72719021		0.938619	2.49827032										
0.588388	0.52141389	0.80787270	1.09707429	1.35690256	1.73823860		0.938819	2.49883915										
0.590390	0.52157777	0.81364452	1.10487126	1.36646956	1.74928699		0.939020	2.49940798										
0.592392	0.52174164	0.81941633	1.11266824	1.37603657	1.76033538		0.939220	2.49997680										
0.594394	0.52188832	0.82459233	1.11965466	1.38459985	1.77013891		0.939420	2.50054563										
0.596396	0.52199875	0.82851308	1.12493343	1.39104850	1.77731979		0.939620	2.50111446										
0.598398	0.52210917	0.83243382	1.13021220	1.39749715	1.78450067		0.939820	2.50168328										
0.600400	0.52221960	0.83635457	1.13549097	1.40394580	1.79168155		0.940020	2.50225211										
0.602402	0.52233003	0.84027531	1.14076974	1.41039445	1.79886243		0.940220	2.50282093										
0.604404	0.52244046	0.84419606	1.14604851	1.41684311	1.80604331		0.940420	2.50338976										
0.606406	0.52255056	0.84812039	1.15133116	1.42329434	1.81321007		0.940620	2.50395859										
0.608408	0.52265676	0.85208713	1.15665955	1.42977601	1.82021018		0.940820	2.50452741										
0.610410	0.52276297	0.85605386	1.16198793	1.43625768	1.82721030		0.941021	2.50509624										
0.612412	0.52286917	0.86002059	1.16731632	1.44273935	1.83421042		0.941221	2.50566507										
0.614414	0.52297538	0.86398732	1.17264471	1.44922102	1.84121053		0.941421	2.50623389										
0.616416	0.52308158	0.86795406	1.17797310	1.45570270	1.84821065		0.941621	2.50680272										
0.618418	0.52318779	0.87192079	1.18330149	1.46218437	1.85521077		0.941821	2.50737155										
0.620420	0.52330144	0.87762789	1.19094348	1.47141215	1.86463856		0.942021	2.50794037										
0.622422	0.52341657	0.88368045	1.19904473	1.48118503	1.87454826		0.942221	2.50850920										
0.624424	0.52353170	0.88973302	1.20714597	1.49095792	1.88445796		0.942421	2.50907803										
0.626426	0.52364684	0.89578558	1.21524722	1.50073081	1.89436765		0.942621	2.50964685										
0.628428	0.52376197	0.90183815	1.22334847	1.51050370	1.90427735		0.942821	2.51021568										
0.630430	0.52387710	0.90789071	1.23144971	1.52027658	1.91418705		0.943022	2.51078451										
0.632432	0.52397564	0.91398411	1.23959586	1.53005038	1.92379954		0.943222	2.51135333										
0.634434	0.52406266	0.92010581	1.24777313	1.53982479	1.93320605		0.943422	2.51192216										
0.636436	0.52414969	0.92622750	1.25595040	1.54959921	1.94261255		0.943622	2.51249099										
0.638438	0.52423672	0.93234920	1.26412767	1.55937363	1.95201906		0.943822	2.51306925										
0.640440	0.52432375	0.93847090	1.27230494	1.56914805	1.96142556		0.944022	2.51366434										
0.642442	0.52441078	0.94459260	1.28048221	1.57892246	1.97083206		0.944222	2.51425943										
0.644444	0.52448293	0.95003102	1.28773914	1.58757226	1.97894087		0.944422	2.51485452										
0.646446	0.52452707	0.95418293	1.29326318	1.59410454	1.98460625		0.944622	2.51544961										
0.648448	0.52457120	0.95833484	1.29878721	1.60063682	1.99027164		0.944822	2.51604469										
0.650450	0.52461534	0.96248674	1.30431124	1.60716910	1.99593703		0.945023	2.51663978										
0.652452	0.52465947	0.96663865	1.30983527	1.61370137	2.00160242		0.945223	2.51723487										
0.654454	0.52470361	0.97079056	1.31535931	1.62023365	2.00726780		0.945423	2.51782996										
0.656456	0.52475011	0.97516754	1.32117817	1.62710852	2.01311035		0.945623	2.51842505										
0.658458	0.52481720	0.98150198	1.32956121	1.63696289	2.02049368		0.945823	2.51902014										
0.660460	0.52488428	0.98783642	1.33794424	1.64681726	2.02787701		0.946023	2.51961523										
0.662462	0.52495137	0.99417087	1.34632728	1.65667163	2.03526033		0.946223	2.52021032										
0.664464	0.52501846	1.00050531	1.35471031	1.66652601	2.04264366		0.946423	2.52080540										
0.666466	0.52508555	1.00683975	1.36309334	1.67638038	2.05002699		0.946623	2.52140049										
0.668468	0.52515263	1.01317420	1.37147638	1.68623475	2.05741031		0.946823	2.52199558										
0.670470	0.52521612	1.01956863	1.37991526	1.69608313	2.06412869		0.947024	2.52259067										
0.672472	0.52527902	1.02597289	1.38836327	1.70593052	2.07073826		0.947224	2.52318576										
0.674474	0.52534192	1.03237714	1.39681129	1.71577792	2.07734783		0.947424	2.52378085										
0.676476	0.52540482	1.03878139	1.40525931	1.72562532	2.08395740		0.947624	2.52437594										
0.678478	0.52546772	1.04518565	1.41370732	1.73547271	2.09056697		0.947824	2.52497103										
0.680480	0.52553061	1.05158990	1.42215534	1.74532011	2.09717654		0.948024	2.52556611										
0.682482	0.52556878	1.05672274	1.42890644	1.75314001	2.10194923		0.948224	2.52616120										
0.684484	0.52559151	1.06106176	1.43459803	1.75969402	2.10557503		0.948424	2.52675629										
0.686486	0.52561424	1.06540078	1.44028963	1.76624802	2.10920082		0.948624	2.52735138										
0.688488	0.52563697	1.06973980	1.44598122	1.77280203	2.11282662		0.948824	2.52794647										
0.690490	0.52565970	1.07407882	1.45167282	1.77935604	2.11645242		0.949025	2.52854156										
0.692492	0.52568243	1.07841784	1.45736441	1.78591004	2.12007822		0.949225	2.52913665										
0.694494	0.52569940	1.08277428	1.46306943	1.79246223	2.12352401		0.949425	2.52973174										
0.696496	0.52570666	1.08716015	1.46879712	1.79901134	2.12666575		0.949625	2.53032682										
0.698498	0.52571391	1.09154602	1.47452481	1.80556045	2.12980748		0.949825	2.53092191										
0.700501	0.52572117	1.09593190	1.48025250	1.81210956	2.13294922		0.950025	2.53151700										
0.702503	0.52572842	1.10031777	1.48598019	1.81865867	2.13609096		0.950225	2.53211209										
0.704505	0.52573568	1.10470364	1.49170788	1.82520778	2.13923270		0.950425	2.53270718										
0.706507	0.52574141	1.10938365	1.49781161	1.83216390	2.14245977		0.950625	2.53330227										
0.708509	0.52573676	1.11606520	1.50647425	1.84188971	2.14626755		0.950825	2.53389736										
0.710511	0.52573212	1.12274676	1.51513689	1.85161552	2.15007533		0.951026	2.53449245										
0.712513	0.52572748	1.12942832	1.52379953	1.86134133	2.15388310		0.951226	2.53508753										
0.714515	0.52572283	1.13610988	1.53246217	1.87106714	2.15769088		0.951426	2.53568262										
0.716517	0.52571819	1.14279144	1.54112480	1.88079294	2.16149866		0.951626	2.53627771										
0.718519	0.52571354	1.14947300	1.54978744	1.89051875	2.16530643		0.951826	2.53687280										
0.720521	0.52570520	1.15621573	1.55849462	1.90019880	2.16867663		0.952026	2.53746789										
0.722523	0.52569637	1.16296646	1.56720761	1.90987286	2.17198962		0.952226	2.53806298										
0.724525	0.52568755	1.16971719	1.57592061	1.91954692	2.17530261		0.952426	2.53865807										
0.726527	0.52567872	1.17646791	1.58463361	1.92922099	2.17861560		0.952626	2.53925316										
0.728529	0.52566989	1.18321864	1.59334660	1.93889505	2.18192859		0.952826	2.53984824										
0.730531	0.52566107	1.18996937	1.60205960	1.94856911	2.18524158		0.953027	2.54044333										
0.732533	0.52563797	1.19532304	1.60893491	1.95599133	2.18759783		0.953227	2.54103842										
0.734535	0.52560686	1.19989300	1.61477934	1.96215031	2.18941736		0.953427	2.54163351										
0.736537	0.52557575	1.20446296	1.62062376	1.96830929	2.19123690		0.953627	2.54222860										
0.738539	0.52554464	1.20903292	1.62646819	1.97446828	2.19305644		0.953827	2.54282369										
0.740541	0.52551353	1.21360288	1.63231261	1.98062726	2.19487598		0.954027	2.54341878										
0.742543	0.52548242	1.21817283	1.63815704	1.98678624	2.19669552		0.954227	2.54401387										
0.744545	0.52544765	1.22276087	1.64400873	1.99292310	2.19843753		0.954427	2.54460895										
0.746547	0.52540731	1.22737637	1.64987147	1.99902634	2.20006172		0.954627	2.54520404										
0.748549	0.52536697	1.23199187	1.65573422	2.00512957	2.20168591		0.954827	2.54579913										
0.750551	0.52532663	1.23660738	1.66159696	2.01123281	2.20331009		0.955028	2.54639422										
0.752553	0.52528630	1.24122288	1.66745971	2.01733605	2.20493428		0.955228	2.54698931										
0.754555	0.52524596	1.24583838	1.67332245	2.02343929	2.20655847		0.955428	2.54758440										
0.756557	0.52520793	1.25046088	1.67918930	2.02957161	2.20815914		0.955628	2.54817949										
0.758559	0.52518268	1.25512204	1.68507887	2.03586483	2.20962967		0.955828	2.54877458										
0.760561	0.52515743	1.25978320	1.69096844	2.04215805	2.21110020		0.956028	2.54936966										
0.762563	0.52513219	1.26444436	1.69685801	2.04845127	2.21257073		0.956228	2.54996475										
0.764565	0.52510694	1.26910552	1.70274758	2.05474449	2.21404126		0.956428	2.55088065										
0.766567	0.52508169	1.27376668	1.70863715	2.06103771	2.21551180		0.956628	2.55183594										
0.768569	0.52505644	1.27842784	1.71452671	2.06733093	2.21698233		0.956828	2.55279124										
0.770571	0.52501260	1.28530021	1.72310405	2.07633463	2.21891988		0.957029	2.55374653										
0.772573	0.52496690	1.29239295	1.73194925	2.08560844	2.22090397		0.957229	2.55470182										
0.774575	0.52492121	1.29948569	1.74079444	2.09488226	2.22288806		0.957429	2.55565712										
0.776577	0.52487552	1.30657843	1.74963963	2.10415608	2.22487215		0.957629	2.55661241										
0.778579	0.52482982	1.31367117	1.75848482	2.11342990	2.22685625		0.957829	2.55756770										
0.780581	0.52478413	1.32076391	1.76733001	2.12270371	2.22884034		0.958029	2.55852300										
0.782583	0.52472664	1.32790029	1.77616811	2.13189046	2.23075568		0.958229	2.55947829										
0.784585	0.52466322	1.33505859	1.78500265	2.14103346	2.23263648		0.958429	2.56043359										
0.786587	0.52459981	1.34221689	1.79383718	2.15017646	2.23451728		0.958629	2.56138888										
0.788589	0.52453639	1.34937519	1.80267172	2.15931946	2.23639808		0.958829	2.56234417										
0.790591	0.52447298	1.35653349	1.81150626	2.16846246	2.23827888		0.959030	2.56329947										
0.792593	0.52440956	1.36369178	1.82034079	2.17760545	2.24015968		0.959230	2.56425476										
0.794595	0.52435123	1.36987123	1.82792140	2.18540132	2.24175608		0.959430	2.56521005										
0.796597	0.52429985	1.37470928	1.83378366	2.19135113	2.24296276		0.959630	2.56616535										
0.798599	0.52424848	1.37954734	1.83964592	2.19730093	2.24416944		0.959830	2.56712064										
0.800601	0.52419711	1.38438539	1.84550818	2.20325073	2.24537613		0.960030	2.56807593										
0.802603	0.52414573	1.38922344	1.85137044	2.20920054	2.24658281		0.960230	2.56903123										
0.804605	0.52409436	1.39406150	1.85723270	2.21515034	2.24778949		0.960430	2.56998652										
0.806607	0.52404480	1.39890754	1.86308796	2.22087796	2.24920326		0.960630	2.57094181										
0.808609	0.52400360	1.40379044	1.86891097	2.22558044	2.25157254		0.960830	2.57189711										
0.810611	0.52396240	1.40867333	1.87473398	2.23028291	2.25394181		0.961031	2.57285240										
0.812613	0.52392120	1.41355623	1.88055699	2.23498539	2.25631109		0.961231	2.57380770										
0.814615	0.52388001	1.41843912	1.88638000	2.23968786	2.25868037		0.961431	2.57476299										
0.816617	0.52383881	1.42332202	1.89220301	2.24439034	2.26104965		0.961631	2.57571828										
0.818619	0.52379761	1.42820492	1.89802602	2.24909282	2.26341892		0.961831	2.57667358										
0.820621	0.52373270	1.43545897	1.90639996	2.25232431	2.27044289		0.962031	2.57762887										
0.822623	0.52366613	1.44287957	1.91495305	2.25545249	2.27779377		0.962231	2.57858416										
0.824625	0.52359956	1.45030016	1.92350615	2.25858067	2.28514465		0.962431	2.57953946										
0.826627	0.52353298	1.45772076	1.93205925	2.26170885	2.29249553		0.962631	2.58049475										
0.828629	0.52346641	1.46514135	1.94061234	2.26483702	2.29984641		0.962831	2.58145004										
0.830631	0.52339983	1.47256194	1.94916544	2.26796520	2.30719729		0.963032	2.58240534										
0.832633	0.52333103	1.48002604	1.95758914	2.27043225	2.31518601		0.963232	2.58336063										
0.834635	0.52326123	1.48750963	1.96595488	2.27260314	2.32346045		0.963432	2.58431593										
0.836637	0.52319143	1.49499322	1.97432062	2.27477403	2.33173490		0.963632	2.58527122										
0.838639	0.52312163	1.50247680	1.98268637	2.27694492	2.34000934		0.963832	2.58622651										
0.840641	0.52305183	1.50996039	1.99105211	2.27911581	2.34828378		0.964032	2.58718181										
0.842643	0.52298202	1.51744398	1.99941785	2.28128670	2.35655823		0.964232	2.58813710										
0.844645	0.52292105	1.52384035	2.00641404	2.28324950	2.36350022		0.964432	2.58909239										
0.846647	0.52287100	1.52889103	2.01171507	2.28495473	2.36879295		0.964632	2.59004769										
0.848649	0.52282095	1.53394170	2.01701610	2.28665997	2.37408568		0.964832	2.59100298										
0.850651	0.52277090	1.53899237	2.02231713	2.28836520	2.37937841		0.965033	2.59195827										
0.852653	0.52272085	1.54404305	2.02761816	2.29007044	2.38467114		0.965233	2.59291357										
0.854655	0.52267080	1.54909372	2.03291918	2.29177567	2.38996387		0.965433	2.59386886										
0.856657	0.52261357	1.55467424	2.03861471	2.29380206	2.39571398		0.965633	2.59482415										
0.858659	0.52252813	1.56233340	2.04585790	2.29708836	2.40325843		0.965833	2.59577945										
0.860661	0.52244269	1.56999255	2.05310108	2.30037465	2.41080288		0.966033	2.59673474										
0.862663	0.52235725	1.57765171	2.06034426	2.30366094	2.41834733		0.966233	2.59769004										
0.864665	0.52227181	1.58531086	2.06758745	2.30694724	2.42589178		0.966433	2.59864533										
0.866667	0.52218637	1.59297002	2.07483063	2.31023353	2.43343623		0.966633	2.59960062										
0.868669	0.52210094	1.60062918	2.08207382	2.31351982	2.44098068		0.966833	2.60055592										
0.870671	0.52200763	1.60833651	2.08871886	2.31742032	2.44826835		0.967034	2.60151121										
0.872673	0.52191399	1.61604589	2.09533858	2.32134682	2.45554515		0.967234	2.60246650										
0.874675	0.52182035	1.62375527	2.10195830	2.32527333	2.46282195		0.967434	2.60342180										
0.876677	0.52172671	1.63146465	2.10857802	2.32919983	2.47009875		0.967634	2.60437709										
0.878679	0.52163307	1.63917403	2.11519774	2.33312634	2.47737554		0.967834	2.60533238										
0.880681	0.52153944	1.64688341	2.12181746	2.33705284	2.48465234		0.968034	2.60628768										
0.882683	0.52146853	1.65279161	2.12633254	2.34060653	2.49000487		0.968234	2.60724297										
0.884685	0.52140665	1.65798406	2.13001128	2.34401208	2.49459273		0.968434	2.60819826										
0.886687	0.52134477	1.66317650	2.13369002	2.34741763	2.49918059		0.968634	2.60915356										
0.888689	0.52128289	1.66836895	2.13736876	2.35082318	2.50376846		0.968834	2.61010620										
0.890691	0.52122102	1.67356140	2.14104751	2.35422873	2.50835632		0.969035	2.61105520										
0.892693	0.52115914	1.67875384	2.14472625	2.35763428	2.51294418		0.969235	2.61200421										
0.894695	0.52109961	1.68396366	2.14815839	2.36131127	2.51744413		0.969435	2.61295321										
0.896697	0.52104270	1.68919293	2.15131455	2.36529208	2.52184569		0.969635	2.61390221										
0.898699	0.52098579	1.69442219	2.15447071	2.36927288	2.52624725		0.969835	2.61485122										
0.900701	0.52092888	1.69965145	2.15762687	2.37325368	2.53064881		0.970035	2.61580022										
0.902703	0.52087197	1.70488072	2.16078303	2.37723448	2.53505037		0.970235	2.61674923										
0.904705	0.52081506	1.71010998	2.16393919	2.38121528	2.53945194		0.970435	2.61769823										
0.906707	0.52074950	1.71594946	2.16721167	2.38591285	2.54425691		0.970635	2.61864724										
0.908709	0.52065468	1.72385364	2.17087772	2.39303563	2.55042686		0.970835	2.61959624										
0.910711	0.52055986	1.73175781	2.17454377	2.40015842	2.55659682		0.971036	2.62054524										
0.912713	0.52046504	1.73966199	2.17820981	2.40728121	2.56276677		0.971236	2.62149425										
0.914715	0.52037022	1.74756617	2.18187586	2.41440400	2.56893672		0.971436	2.62244325										
0.916717	0.52027540	1.75547034	2.18554191	2.42152679	2.57510667		0.971636	2.62339226										
0.918719	0.52018058	1.76337452	2.18920795	2.42864958	2.58127663		0.971836	2.62434126										
0.920721	0.52008806	1.77130928	2.19230129	2.43641683	2.58716544		0.972036	2.62529026										
0.922723	0.51999557	1.77924453	2.19538553	2.44419431	2.59304978		0.972236	2.62623927										
0.924725	0.51990309	1.78717978	2.19846977	2.45197179	2.59893413		0.972436	2.62718827										
0.926727	0.51981060	1.79511503	2.20155401	2.45974927	2.60481848		0.972636	2.62813728										
0.928729	0.51971811	1.80305027	2.20463826	2.46752675	2.61070283		0.972836	2.62908628										
0.930731	0.51962563	1.81098552	2.20772250	2.47530422	2.61658717		0.973037	2.63003528										
0.932733	0.51956327	1.81697605	2.20970191	2.48153649	2.62080799		0.973237	2.63098429										
0.934735	0.51951147	1.82228552	2.21129440	2.48722760	2.62444621		0.973437	2.63193329										
0.936737	0.51945967	1.82759498	2.21288689	2.49291871	2.62808443		0.973637	2.63288230										
0.938739	0.51940787	1.83290445	2.21447938	2.49860982	2.63172266		0.973837	2.63383130										
0.940741	0.51935607	1.83821391	2.21607188	2.50430094	2.63536088		0.974037	2.63478030										
0.942743	0.51930427	1.84352338	2.21766437	2.50999205	2.63899910		0.974237	2.63572931										
0.944745	0.51928385	1.84884035	2.21918592	2.51581372	2.64257103		0.974437	2.63667831										
0.946747	0.51929520	1.85416491	2.22063564	2.52176758	2.64607582		0.974637	2.63762732										
0.948749	0.51930656	1.85948948	2.22208537	2.52772145	2.64958060		0.974837	2.63857632										
0.950751	0.51931791	1.86481405	2.22353509	2.53367532	2.65308539		0.975038	2.63952533										
0.952753	0.51932927	1.87013862	2.22498481	2.53962918	2.65659018		0.975238	2.64047433										
0.954755	0.51934062	1.87546319	2.22643454	2.54558305	2.66009497		0.975438	2.64142333										
0.956757	0.51948276	1.88148254	2.22810877	2.55244914	2.66434606		0.975638	2.64237234										
0.958759	0.52001077	1.88955192	2.23044542	2.56200686	2.67079921		0.975838	2.64332134										
0.960761	0.52053879	1.89762131	2.23278208	2.57156457	2.67725235		0.976038	2.64427035										
0.962763	0.52106681	1.90569070	2.23511874	2.58112229	2.68370549		0.976238	2.64521935										
0.964765	0.52159483	1.91376009	2.23745540	2.59068001	2.69015864		0.976438	2.64616835										
0.966767	0.52212285	1.92182948	2.23979205	2.60023772	2.69661178		0.976638	2.64711736										
0.968769	0.52264404	1.92989687	2.24212283	2.60979485	2.70304606		0.976838	2.64806636										
0.970771	0.52244442	1.93775336	2.24383206	2.61928964	2.70748745		0.977039	2.64901537										
0.972773	0.52224480	1.94560986	2.24554130	2.62878443	2.71192883		0.977239	2.64996437										
0.974775	0.52204517	1.95346636	2.24725053	2.63827922	2.71637022		0.977439	2.65091337										
0.976777	0.52184555	1.96132286	2.24895977	2.64777401	2.72081161		0.977639	2.65186238										
0.978779	0.52164593	1.96917935	2.25066900	2.65726880	2.72525299		0.977839	2.65281138										
0.980781	0.52144630	1.97703585	2.25237824	2.66676360	2.72969438		0.978039	2.65376039										
0.982783	0.52083251	1.98270382	2.25333005	2.67378795	2.73154079		0.978239	2.65470939										
0.984785	0.52009193	1.98770184	2.25405000	2.68005605	2.73259283		0.978439	2.65565840										
0.986787	0.51935135	1.99269986	2.25476994	2.68632415	2.73364486		0.978639	2.65660740										
0.988789	0.51861077	1.99769788	2.25548989	2.69259225	2.73469690		0.978839	2.65755640										
0.990791	0.51787019	2.00269589	2.25620984	2.69886035	2.73574894		0.979040	2.65850541										
0.992793	0.51712961	2.00769391	2.25692979	2.70512845	2.73680097		0.979240	2.65945441										
0.994795	0.51672329	2.01269388	2.25796918	2.71120376	2.73902611		0.979440	2.66040342										
0.996797	0.51662321	2.01769563	2.25930124	2.71710245	2.74232599		0.979640	2.66135242										
0.998799	0.51652313	2.02269738	2.26063330	2.72300115	2.74562588		0.979840	2.66230142										
1.000801	0.51642305	2.02769913	2.26196536	2.72889984	2.74892577		0.980040	2.66325043										
1.002803	0.51632297	2.03270087	2.26329742	2.73479853	2.75222566		0.980240	2.66419943										
1.004805	0.51622289	2.03770262	2.26462948	2.74069722	2.75552555		0.980440	2.66514844										
1.006807	0.51611625	2.04264582	2.26601045	2.74600645	2.75938892		0.980640	2.66609744										
1.008809	0.51599257	2.04743702	2.26751836	2.74978574	2.76471481		0.980840	2.66704644										
1.010811	0.51586889	2.05222822	2.26902628	2.75356502	2.77004071		0.981041	2.66799545										
1.012813	0.51574521	2.05701943	2.27053420	2.75734431	2.77536660		0.981241	2.66894445										
1.014815	0.51562153	2.06181063	2.27204211	2.76112360	2.78069250		0.981441	2.66958607										
1.016817	0.51549785	2.06660184	2.27355003	2.76490288	2.78601839		0.981641	2.67021256										
1.018819	0.51537227	2.07144828	2.27511035	2.76866666	2.79151059		0.981841	2.67083906										
1.020821	0.51519334	2.07784644	2.27814281	2.77199471	2.80167444		0.982041	2.67146556										
1.022823	0.51501441	2.08424459	2.28117527	2.77532276	2.81183829		0.982241	2.67209205										
1.024825	0.51483548	2.09064275	2.28420773	2.77865081	2.82200214		0.982441	2.67271855										
1.026827	0.51465655	2.09704091	2.28724019	2.78197886	2.83216599		0.982641	2.67334504										
1.028829	0.51447762	2.10343906	2.29027265	2.78530692	2.84232984		0.982841	2.67397154										
1.030831	0.51429870	2.10983722	2.29330511	2.78863497	2.85249370		0.983042	2.67459804										
1.032833	0.51414100	2.11570072	2.29690394	2.79182508	2.86272584		0.983242	2.67522453										
1.034835	0.51398892	2.12142263	2.30065276	2.79497867	2.87297607		0.983442	2.67585103										
1.036837	0.51383684	2.12714455	2.30440158	2.79813226	2.88322629		0.983642	2.67647753										
1.038839	0.51368477	2.13286646	2.30815040	2.80128584	2.89347652		0.983842	2.67710402										
1.040841	0.51353269	2.13858837	2.31189922	2.80443943	2.90372675		0.984042	2.67773052										
1.042843	0.51338061	2.14431028	2.31564804	2.80759301	2.91397697		0.984242	2.67835702										
1.044845	0.51326113	2.14855303	2.31917528	2.81007903	2.92239840		0.984442	2.67898351										
1.046847	0.51316864	2.15157018	2.32251894	2.81201191	2.92930452		0.984642	2.67961001										
1.048849	0.51307616	2.15458733	2.32586259	2.81394479	2.93621065		0.984842	2.68023650										
1.050851	0.51298368	2.15760448	2.32920624	2.81587767	2.94311677		0.985043	2.68086300										
1.052853	0.51289120	2.16062163	2.33254990	2.81781055	2.95002290		0.985243	2.68148950										
1.054855	0.51279872	2.16363878	2.33589355	2.81974343	2.95692903		0.985443	2.68211599										
1.056857	0.51269290	2.16674316	2.34012928	2.82189920	2.96490905		0.985643	2.68274249										
1.058859	0.51255644	2.17004806	2.34641587	2.82456738	2.97535791		0.985843	2.68336899										
1.060861	0.51241997	2.17335296	2.35270247	2.82723556	2.98580678		0.986043	2.68399548										
1.062863	0.51228350	2.17665786	2.35898906	2.82990373	2.99625564		0.986243	2.68462198										
1.064865	0.51214704	2.17996276	2.36527565	2.83257191	3.00670451		0.986443	2.68524848										
1.066867	0.51201057	2.18326766	2.37156224	2.83524008	3.01715337		0.986643	2.68587497										
1.068869	0.51187425	2.18653195	2.37789172	2.83789987	3.02760548		0.986843	2.68650147										
1.070871	0.51174032	2.18915298	2.38490047	2.84042678	3.03810896		0.987044	2.68712796										
1.072873	0.51160638	2.19177400	2.39190923	2.84295368	3.04861243		0.987244	2.68775446										
1.074875	0.51147244	2.19439502	2.39891798	2.84548059	3.05911591		0.987444	2.68838096										
1.076877	0.51133850	2.19701605	2.40592674	2.84800749	3.06961939		0.987644	2.68900745										
1.078879	0.51120457	2.19963707	2.41293549	2.85053439	3.08012286		0.987844	2.68963395										
1.080881	0.51107063	2.20225809	2.41994425	2.85306130	3.09062634		0.988044	2.69026045										
1.082883	0.51097603	2.20373820	2.42551040	2.85479598	3.09831522		0.988244	2.69088694										
1.084885	0.51089033	2.20496039	2.43075044	2.85635157	3.10536785		0.988444	2.69151344										
1.086887	0.51080463	2.20618258	2.43599048	2.85790716	3.11242048		0.988644	2.69213994										
1.088889	0.51071893	2.20740478	2.44123052	2.85946275	3.11947311		0.988844	2.69276643										
1.090891	0.51063323	2.20862697	2.44647056	2.86101835	3.12652574		0.989045	2.69339293										
1.092893	0.51054752	2.20984916	2.45171060	2.86257394	3.13357837		0.989245	2.69401943										
1.094895	0.51045442	2.21092515	2.45709572	2.86406223	3.14063157		0.989445	2.69464592										
1.096897	0.51035576	2.21189168	2.46258943	2.86550014	3.14768520		0.989645	2.69527242										
1.098899	0.51025711	2.21285821	2.46808315	2.86693804	3.15473883		0.989845	2.69589891										
1.100901	0.51015846	2.21382475	2.47357687	2.86837595	3.16179246		0.990045	2.69652541										
1.102903	0.51005980	2.21479128	2.47907059	2.86981386	3.16884609		0.990245	2.69715191										
1.104905	0.50996115	2.21575781	2.48456431	2.87125177	3.17589972		0.990445	2.69777840										
1.106907	0.50986348	2.21666788	2.49012455	2.87266641	3.18296260		0.990645	2.69840490										
1.108909	0.50976783	2.21746232	2.49582100	2.87403343	3.19004444		0.990845	2.69903140										
1.110911	0.50967217	2.21825676	2.50151746	2.87540046	3.19712628		0.991046	2.69965789										
1.112913	0.50957652	2.21905120	2.50721392	2.87676748	3.20420811		0.991246	2.70028439										
1.114915	0.50948086	2.21984564	2.51291037	2.87813450	3.21128995		0.991446	2.70091089										
1.116917	0.50938521	2.22064008	2.51860683	2.87950152	3.21837179		0.991646	2.70153738										
1.118919	0.50928836	2.22144930	2.52457285	2.88091944	3.22576116		0.991846	2.70216388										
1.120921	0.50917861	2.22241893	2.53346415	2.88288969	3.23648790		0.992046	2.70279037										
1.122923	0.50906886	2.22338856	2.54235545	2.88485994	3.24721463		0.992246	2.70341687										
1.124925	0.50895911	2.22435818	2.55124675	2.88683019	3.25794137		0.992446	2.70404337										
1.126927	0.50884936	2.22532781	2.56013805	2.88880045	3.26866811		0.992646	2.70466986										
1.128929	0.50873961	2.22629743	2.56902935	2.89077070	3.27939484		0.992846	2.70529636										
1.130931	0.50862986	2.22726706	2.57792066	2.89274095	3.29012158		0.993047	2.70592286										
1.132933	0.50851693	2.22812120	2.58697274	2.89462882	3.30089183		0.993247	2.70654935										
1.134935	0.50840339	2.22895345	2.59605531	2.89650106	3.31167033		0.993447	2.70717585										
1.136937	0.50828986	2.22978570	2.60513788	2.89837331	3.32244882		0.993647	2.70780235										
1.138939	0.50817632	2.23061795	2.61422045	2.90024556	3.33322732		0.993847	2.70841096										
1.140941	0.50806279	2.23145020	2.62330302	2.90211780	3.34400582		0.994047	2.70900053										
