Alpha	E root1	E root2	E root3	E root4	E root5		Alpha (0.9-1.3)	E root4 (0.9-1.3)		Smoothed alpha	Smoothed E root1	Smoothed E root2	Smoothed E root3	Smoothed E root4	Smoothed E root5		Start	0.2
1.142943	0.50794925	2.23228245	2.63238559	2.90399005	3.35478432		0.994247	2.70959011										
1.144945	0.50786223	2.23289319	2.63975162	2.90544098	3.36344334		0.994447	2.71017968										
1.146947	0.50779312	2.23335434	2.64595831	2.90660736	3.37067087		0.994647	2.71076925										
1.148949	0.50772400	2.23381548	2.65216501	2.90777373	3.37789841		0.994847	2.71135883										
1.150951	0.50765488	2.23427663	2.65837170	2.90894011	3.38512594		0.995048	2.71194840										
1.152953	0.50758577	2.23473778	2.66457839	2.91010648	3.39235348		0.995248	2.71253798										
1.154955	0.50751665	2.23519892	2.67078509	2.91127286	3.39958101		0.995448	2.71312755										
1.156957	0.50745408	2.23565044	2.67701549	2.91242732	3.40681219		0.995648	2.71371712										
1.158959	0.50740349	2.23608433	2.68328931	2.91355997	3.41405004		0.995848	2.71430670										
1.160961	0.50735290	2.23651822	2.68956314	2.91469262	3.42128788		0.996048	2.71489627										
1.162963	0.50730231	2.23695211	2.69583696	2.91582526	3.42852573		0.996248	2.71548585										
1.164965	0.50725173	2.23738600	2.70211079	2.91695791	3.43576358		0.996448	2.71607542										
1.166967	0.50720114	2.23781989	2.70838462	2.91809056	3.44300143		0.996648	2.71666499										
1.168969	0.50714791	2.23826911	2.71501772	2.91927250	3.45063965		0.996848	2.71725457										
1.170971	0.50707313	2.23884319	2.72457641	2.92085584	3.46153812		0.997049	2.71784414										
1.172973	0.50699836	2.23941728	2.73413509	2.92243918	3.47243658		0.997249	2.71843372										
1.174975	0.50692359	2.23999136	2.74369377	2.92402253	3.48333505		0.997449	2.71902329										
1.176977	0.50684882	2.24056544	2.75325245	2.92560587	3.49423351		0.997649	2.71961287										
1.178979	0.50677405	2.24113953	2.76281114	2.92718921	3.50513197		0.997849	2.72020244										
1.180981	0.50669928	2.24171361	2.77236982	2.92877255	3.51603044		0.998049	2.72079201										
1.182983	0.50663507	2.24226010	2.78200836	2.93030950	3.52695618		0.998249	2.72138159										
1.184985	0.50657250	2.24280230	2.79165929	2.93183924	3.53788615		0.998449	2.72197116										
1.186987	0.50650994	2.24334451	2.80131022	2.93336898	3.54881613		0.998649	2.72256074										
1.188989	0.50644737	2.24388671	2.81096115	2.93489872	3.55974611		0.998849	2.72315031										
1.190991	0.50638480	2.24442892	2.82061208	2.93642846	3.57067608		0.999050	2.72373988										
1.192993	0.50632224	2.24497112	2.83026301	2.93795820	3.58160606		0.999250	2.72432946										
1.194995	0.50628634	2.24539127	2.83796787	2.93915136	3.59029206		0.999450	2.72491903										
1.196997	0.50626666	2.24573720	2.84448943	2.94013987	3.59761363		0.999650	2.72550861										
1.198999	0.50624698	2.24608313	2.85101100	2.94112838	3.60493520		0.999850	2.72609818										
1.201001	0.50622730	2.24642907	2.85753256	2.94211688	3.61225677		1.000050	2.72668775										
1.203003	0.50620761	2.24677500	2.86405413	2.94310539	3.61957834		1.000250	2.72727733										
1.205005	0.50618793	2.24712093	2.87057569	2.94409390	3.62689991		1.000450	2.72786690										
1.207007	0.50617267	2.24752560	2.87781651	2.94580121	3.63561963		1.000650	2.72845648										
1.209009	0.50616469	2.24802685	2.88624022	2.94869069	3.64663876		1.000850	2.72904605										
1.211011	0.50615670	2.24852811	2.89466393	2.95158017	3.65765789		1.001051	2.72963562										
1.213013	0.50614872	2.24902937	2.90308764	2.95446966	3.66867703		1.001251	2.73022520										
1.215015	0.50614073	2.24953062	2.91151135	2.95735914	3.67969616		1.001451	2.73081477										
1.217017	0.50613274	2.25003188	2.91993506	2.96024862	3.69071530		1.001651	2.73140435										
1.219019	0.50612694	2.25053201	2.92798053	2.96352196	3.70173416		1.001851	2.73199392										
1.221021	0.50613520	2.25102485	2.93358948	2.96926809	3.71275127		1.002051	2.73258350										
1.223023	0.50614345	2.25151769	2.93919843	2.97501422	3.72376837		1.002251	2.73317307										
1.225025	0.50615171	2.25201054	2.94480737	2.98076035	3.73478547		1.002451	2.73376264										
1.227027	0.50615997	2.25250338	2.95041632	2.98650647	3.74580258		1.002651	2.73435222										
1.229029	0.50616823	2.25299622	2.95602527	2.99225260	3.75681968		1.002851	2.73494179										
1.231031	0.50617649	2.25348906	2.96163421	2.99799873	3.76783679		1.003052	2.73553137										
1.233033	0.50619269	2.25382960	2.96304876	3.00460295	3.77559880		1.003252	2.73612094										
1.235035	0.50620986	2.25415144	2.96394821	3.01131256	3.78296107		1.003452	2.73671051										
1.237037	0.50622704	2.25447328	2.96484765	3.01802216	3.79032334		1.003652	2.73730009										
1.239039	0.50624422	2.25479511	2.96574710	3.02473177	3.79768561		1.003852	2.73788966										
1.241041	0.50626139	2.25511695	2.96664655	3.03144138	3.80504787		1.004052	2.73847924										
1.243043	0.50627857	2.25543879	2.96754599	3.03815098	3.81241014		1.004252	2.73906881										
1.245045	0.50630467	2.25576167	2.96842801	3.04488880	3.81980039		1.004452	2.73965838										
1.247047	0.50633564	2.25608513	2.96930052	3.05164201	3.82720591		1.004652	2.74024796										
1.249049	0.50636662	2.25640858	2.97017302	3.05839523	3.83461143		1.004852	2.74083753										
1.251051	0.50639759	2.25673204	2.97104552	3.06514844	3.84201695		1.005053	2.74142711										
1.253053	0.50642857	2.25705549	2.97191802	3.07190166	3.84942247		1.005253	2.74201668										
1.255055	0.50645954	2.25737895	2.97279053	3.07865487	3.85682798		1.005453	2.74260625										
1.257057	0.50649665	2.25770346	2.97365696	3.08542456	3.86423953		1.005653	2.74319583										
1.259059	0.50654285	2.25802954	2.97451441	3.09221865	3.87165999		1.005853	2.74378540										
1.261061	0.50658905	2.25835561	2.97537186	3.09901273	3.87908046		1.006053	2.74437498										
1.263063	0.50663525	2.25868169	2.97622930	3.10580682	3.88650092		1.006253	2.74496124										
1.265065	0.50668144	2.25900776	2.97708675	3.11260090	3.89392139		1.006453	2.74533898										
1.267067	0.50672764	2.25933384	2.97794420	3.11939499	3.90134185		1.006653	2.74571672										
1.269069	0.50678053	2.25968673	2.97886537	3.12674409	3.90935829		1.006853	2.74609446										
1.271071	0.50686872	2.26018108	2.98012260	3.13702060	3.92051821		1.007054	2.74647220										
1.273073	0.50695691	2.26067543	2.98137984	3.14729711	3.93167812		1.007254	2.74684994										
1.275075	0.50704510	2.26116977	2.98263707	3.15757362	3.94283804		1.007454	2.74722768										
1.277077	0.50713329	2.26166412	2.98389431	3.16785013	3.95399796		1.007654	2.74760542										
1.279079	0.50722147	2.26215847	2.98515154	3.17812664	3.96515787		1.007854	2.74798316										
1.281081	0.50730966	2.26265281	2.98640878	3.18840315	3.97631779		1.008054	2.74836090										
1.283083	0.50742213	2.26316138	2.98765591	3.19873144	3.98749727		1.008254	2.74873864										
1.285085	0.50753684	2.26367126	2.98890211	3.20906452	3.99867854		1.008454	2.74911638										
1.287087	0.50765154	2.26418114	2.99014831	3.21939759	4.00985982		1.008654	2.74949412										
1.289089	0.50776625	2.26469101	2.99139451	3.22973066	4.02104110		1.008854	2.74987185										
1.291091	0.50788095	2.26520089	2.99264071	3.24006373	4.03222237		1.009055	2.75024959										
1.293093	0.50799566	2.26571077	2.99388691	3.25039680	4.04340365		1.009255	2.75062733										
1.295095	0.50809679	2.26611261	2.99484212	3.25844633	4.05208803		1.009455	2.75100507										
1.297097	0.50819129	2.26646169	2.99565521	3.26538064	4.05955299		1.009655	2.75138281										
1.299099	0.50828580	2.26681077	2.99646831	3.27231494	4.06701795		1.009855	2.75176055										
1.301101	0.50838030	2.26715985	2.99728140	3.27924925	4.07448291		1.010055	2.75213829										
1.303103	0.50847480	2.26750893	2.99809449	3.28618356	4.08194786		1.010255	2.75251603										
1.305105	0.50856930	2.26785802	2.99890759	3.29311786	4.08941282		1.010455	2.75289377										
1.307107	0.50868890	2.26828167	2.99987855	3.30156409	4.09847896		1.010655	2.75327151										
1.309109	0.50884203	2.26880494	3.00106038	3.31202988	4.10968388		1.010855	2.75364925										
1.311111	0.50899516	2.26932821	3.00224221	3.32249567	4.12088880		1.011056	2.75402699										
1.313113	0.50914829	2.26985148	3.00342404	3.33296145	4.13209372		1.011256	2.75440473										
1.315115	0.50930142	2.27037475	3.00460587	3.34342724	4.14329864		1.011456	2.75478247										
1.317117	0.50945455	2.27089802	3.00578770	3.35389303	4.15450356		1.011656	2.75516021										
1.319119	0.50961376	2.27142633	3.00696928	3.36436716	4.16571655		1.011856	2.75553795										
1.321121	0.50979992	2.27197692	3.00814973	3.37487818	4.17696522		1.012056	2.75591569										
1.323123	0.50998608	2.27252752	3.00933018	3.38538920	4.18821389		1.012256	2.75629343										
1.325125	0.51017224	2.27307811	3.01051063	3.39590022	4.19946256		1.012456	2.75667117										
1.327127	0.51035840	2.27362870	3.01169108	3.40641124	4.21071123		1.012656	2.75704891										
1.329129	0.51054456	2.27417929	3.01287153	3.41692226	4.22195990		1.012856	2.75742664										
1.331131	0.51073072	2.27472989	3.01405198	3.42743328	4.23320857		1.013057	2.75780438										
1.333133	0.51093938	2.27518045	3.01490105	3.43475911	4.24098928		1.013257	2.75818212										
1.335135	0.51114946	2.27562469	3.01572920	3.44188388	4.24855108		1.013457	2.75855986										
1.337137	0.51135954	2.27606893	3.01655735	3.44900866	4.25611287		1.013657	2.75893760										
1.339139	0.51156962	2.27651318	3.01738550	3.45613343	4.26367467		1.013857	2.75931534										
1.341141	0.51177970	2.27695742	3.01821365	3.46325820	4.27123647		1.014057	2.75969308										
1.343143	0.51198979	2.27740166	3.01904180	3.47038298	4.27879826		1.014257	2.76007082										
1.345145	0.51234071	2.27796097	3.02003483	3.47804586	4.28756869		1.014457	2.76044856										
1.347147	0.51275289	2.27857033	3.02109958	3.48594280	4.29686484		1.014657	2.76082630										
1.349149	0.51316507	2.27917970	3.02216432	3.49383975	4.30616099		1.014857	2.76120404										
1.351151	0.51357725	2.27978906	3.02322907	3.50173670	4.31545714		1.015058	2.76158178										
1.353153	0.51398943	2.28039842	3.02429382	3.50963364	4.32475329		1.015258	2.76195952										
1.355155	0.51440162	2.28100778	3.02535857	3.51753059	4.33404944		1.015458	2.76233726										
1.357157	0.51472851	2.28156862	3.02638833	3.52598878	4.34341282		1.015658	2.76271500										
1.359159	0.51495246	2.28207092	3.02737587	3.53512435	4.35285734		1.015858	2.76309274										
1.361161	0.51517642	2.28257322	3.02836341	3.54425991	4.36230187		1.016058	2.76347048										
1.363163	0.51540037	2.28307552	3.02935095	3.55339548	4.37174639		1.016258	2.76384822										
1.365165	0.51562432	2.28357782	3.03033849	3.56253104	4.38119091		1.016458	2.76422596										
1.367167	0.51584828	2.28408012	3.03132603	3.57166661	4.39063544		1.016658	2.76460370										
1.369169	0.51607223	2.28458242	3.03231357	3.58080217	4.40007996		1.016858	2.76498144										
1.371171	0.51629618	2.28508472	3.03330111	3.58993774	4.40952448		1.017059	2.76535917										
1.373173	0.51652014	2.28558702	3.03428865	3.59907330	4.41896901		1.017259	2.76573691										
1.375175	0.51674409	2.28608932	3.03527618	3.60820887	4.42841353		1.017459	2.76611465										
1.377177	0.51696804	2.28659162	3.03626372	3.61734444	4.43785805		1.017659	2.76649239										
1.379179	0.51719200	2.28709392	3.03725126	3.62648000	4.44730258		1.017859	2.76687013										
1.381181	0.51741595	2.28759622	3.03823880	3.63561557	4.45674710		1.018059	2.76724787										
1.383183	0.51752499	2.28799720	3.03903612	3.64424687	4.46527729		1.018259	2.76762561										
1.385185	0.51762994	2.28839457	3.03982666	3.65286022	4.47377493		1.018459	2.76800335										
1.387187	0.51773488	2.28879195	3.04061720	3.66147357	4.48227257		1.018659	2.76838109										
1.389189	0.51783983	2.28918932	3.04140775	3.67008693	4.49077022		1.018859	2.76873417										
1.391191	0.51794478	2.28958670	3.04219829	3.67870028	4.49926786		1.019060	2.76906680										
1.393193	0.51804973	2.28998407	3.04298883	3.68731363	4.50776550		1.019260	2.76939944										
1.395195	0.51815467	2.29038145	3.04377938	3.69592698	4.51626314		1.019460	2.76973208										
1.397197	0.51825962	2.29077882	3.04456992	3.70454034	4.52476078		1.019660	2.77006472										
1.399199	0.51836457	2.29117620	3.04536046	3.71315369	4.53325842		1.019860	2.77039736										
1.401201	0.51846951	2.29157357	3.04615101	3.72176704	4.54175606		1.020060	2.77073000										
1.403203	0.51857446	2.29197095	3.04694155	3.73038039	4.55025371		1.020260	2.77106264										
1.405205	0.51867941	2.29236832	3.04773209	3.73899374	4.55875135		1.020460	2.77139528										
1.407207	0.51879650	2.29274439	3.04842779	3.74675373	4.56669159		1.020660	2.77172791										
1.409209	0.51892683	2.29309721	3.04901996	3.75358225	4.57402344		1.020860	2.77206055										
1.411211	0.51905716	2.29345003	3.04961213	3.76041078	4.58135528		1.021061	2.77239319										
1.413213	0.51918750	2.29380285	3.05020430	3.76723930	4.58868712		1.021261	2.77272583										
1.415215	0.51931783	2.29415567	3.05079647	3.77406783	4.59601897		1.021461	2.77305847										
1.417217	0.51944817	2.29450848	3.05138864	3.78089635	4.60335081		1.021661	2.77339111										
1.419219	0.51961848	2.29492678	3.05209137	3.78867754	4.61158568		1.021861	2.77372375										
1.421221	0.51991941	2.29555898	3.05315525	3.79957075	4.62277043		1.022061	2.77405639										
1.423223	0.52022033	2.29619118	3.05421913	3.81046396	4.63395518		1.022261	2.77438902										
1.425225	0.52052125	2.29682338	3.05528302	3.82135717	4.64513993		1.022461	2.77472166										
1.427227	0.52082217	2.29745557	3.05634690	3.83225038	4.65632468		1.022661	2.77505430										
1.429229	0.52112310	2.29808777	3.05741078	3.84314359	4.66750943		1.022861	2.77538694										
1.431231	0.52142402	2.29871997	3.05847466	3.85403680	4.67869418		1.023062	2.77571958										
1.433233	0.52174360	2.29936946	3.05954153	3.86500977	4.68986404		1.023262	2.77605222										
1.435235	0.52206336	2.30001912	3.06060842	3.87598349	4.70103376		1.023462	2.77638486										
1.437237	0.52238311	2.30066877	3.06167531	3.88695721	4.71220347		1.023662	2.77671750										
1.439239	0.52270287	2.30131842	3.06274221	3.89793093	4.72337318		1.023862	2.77705013										
1.441241	0.52302263	2.30196808	3.06380910	3.90890465	4.73454290		1.024062	2.77738277										
1.443243	0.52334238	2.30261773	3.06487599	3.91987837	4.74571261		1.024262	2.77771541										
1.445245	0.52360174	2.30312121	3.06568137	3.92814456	4.75407751		1.024462	2.77804805										
1.447247	0.52384063	2.30357514	3.06639811	3.93549314	4.76149181		1.024662	2.77838069										
1.449249	0.52407953	2.30402907	3.06711486	3.94284172	4.76890611		1.024862	2.77871333										
1.451251	0.52431842	2.30448300	3.06783160	3.95019029	4.77632041		1.025063	2.77904597										
1.453253	0.52455731	2.30493694	3.06854835	3.95753887	4.78373472		1.025263	2.77937861										
1.455255	0.52479620	2.30539087	3.06926509	3.96488745	4.79114902		1.025463	2.77971124										
1.457257	0.52512236	2.30598461	3.07017568	3.97411522	4.80042006		1.025663	2.78004388										
1.459259	0.52553471	2.30671642	3.07127771	3.98519884	4.81152478		1.025863	2.78037652										
1.461261	0.52594706	2.30744823	3.07237975	3.99628246	4.82262949		1.026063	2.78070916										
1.463263	0.52635940	2.30818004	3.07348178	4.00736608	4.83373421		1.026263	2.78104180										
1.465265	0.52677175	2.30891185	3.07458381	4.01844970	4.84483892		1.026463	2.78137444										
1.467267	0.52718410	2.30964366	3.07568585	4.02953332	4.85594364		1.026663	2.78170708										
1.469269	0.52760041	2.31037903	3.07678938	4.04062381	4.86703615		1.026863	2.78203972										
1.471271	0.52802804	2.31112458	3.07789718	4.05173394	4.87809380		1.027064	2.78237235										
1.473273	0.52845566	2.31187013	3.07900498	4.06284406	4.88915145		1.027264	2.78270499										
1.475275	0.52888329	2.31261567	3.08011279	4.07395419	4.90020911		1.027464	2.78303763										
1.477277	0.52931092	2.31336122	3.08122059	4.08506431	4.91126676		1.027664	2.78337027										
1.479279	0.52973855	2.31410677	3.08232839	4.09617444	4.92232441		1.027864	2.78370291										
1.481281	0.53016413	2.31484862	3.08343040	4.10722706	4.93332354		1.028064	2.78403555										
1.483283	0.53046072	2.31535742	3.08416711	4.11465660	4.94063532		1.028264	2.78436819										
1.485285	0.53075731	2.31586623	3.08490383	4.12208614	4.94794711		1.028464	2.78470083										
1.487287	0.53105390	2.31637504	3.08564055	4.12951569	4.95525890		1.028664	2.78503346										
1.489289	0.53135049	2.31688385	3.08637726	4.13694523	4.96257068		1.028864	2.78536610										
1.491291	0.53164708	2.31739266	3.08711398	4.14437477	4.96988247		1.029065	2.78569874										
1.493293	0.53194367	2.31790147	3.08785069	4.15180432	4.97719426		1.029265	2.78603138										
1.495295	0.53225242	2.31842131	3.08859166	4.15924734	4.98447173		1.029465	2.78636402										
1.497297	0.53256476	2.31894441	3.08933389	4.16669435	4.99173906		1.029665	2.78669666										
1.499299	0.53287711	2.31946751	3.09007611	4.17414136	4.99900639		1.029865	2.78702930										
1.501301	0.53318945	2.31999061	3.09081834	4.18158837	5.00627372		1.030065	2.78736194										
1.503303	0.53350180	2.32051370	3.09156056	4.18903538	5.01354105		1.030265	2.78769457										
1.505305	0.53381414	2.32103680	3.09230279	4.19648238	5.02080839		1.030465	2.78802721										
1.507307	0.53413319	2.32156558	3.09304581	4.20393630	5.02804554		1.030665	2.78835985										
1.509309	0.53445823	2.32209943	3.09378954	4.21139638	5.03525574		1.030865	2.78869249										
1.511311	0.53478327	2.32263328	3.09453327	4.21885646	5.04246594		1.031066	2.78902513										
1.513313	0.53510830	2.32316714	3.09527700	4.22631654	5.04967615		1.031266	2.78935641										
1.515315	0.53543334	2.32370099	3.09602073	4.23377662	5.05688635		1.031466	2.78967161										
1.517317	0.53575838	2.32423484	3.09676447	4.24123670	5.06409655		1.031666	2.78998681										
1.519319	0.53613318	2.32484892	3.09761270	4.24976328	5.07228333		1.031866	2.79030201										
1.521321	0.53663321	2.32566487	3.09872393	4.26097369	5.08292767		1.032066	2.79061721										
1.523323	0.53713324	2.32648083	3.09983516	4.27218411	5.09357201		1.032266	2.79093241										
1.525325	0.53763327	2.32729679	3.10094639	4.28339452	5.10421635		1.032466	2.79124761										
1.527327	0.53813330	2.32811275	3.10205761	4.29460493	5.11486069		1.032666	2.79156281										
1.529329	0.53863333	2.32892870	3.10316884	4.30581535	5.12550503		1.032866	2.79187801										
1.531331	0.53913365	2.32974503	3.10427994	4.31702614	5.13614369		1.033067	2.79219321										
1.533333	0.53964095	2.33056997	3.10538807	4.32824599	5.14664826		1.033267	2.79250841										
1.535335	0.54014824	2.33139492	3.10649619	4.33946583	5.15715282		1.033467	2.79282361										
1.537337	0.54065554	2.33221987	3.10760431	4.35068567	5.16765739		1.033667	2.79313882										
1.539339	0.54116283	2.33304482	3.10871244	4.36190552	5.17816195		1.033867	2.79345402										
1.541341	0.54167013	2.33386976	3.10982056	4.37312536	5.18866652		1.034067	2.79376922										
1.543343	0.54217742	2.33469471	3.11092868	4.38434520	5.19917108		1.034267	2.79408442										
1.545345	0.54256032	2.33531159	3.11174211	4.39259125	5.20675247		1.034467	2.79439962										
1.547347	0.54291150	2.33587544	3.11248043	4.40007928	5.21358874		1.034667	2.79471482										
1.549349	0.54326269	2.33643928	3.11321874	4.40756730	5.22042501		1.034867	2.79503002										
1.551351	0.54361388	2.33700312	3.11395705	4.41505532	5.22726128		1.035068	2.79534522										
1.553353	0.54396506	2.33756697	3.11469537	4.42254335	5.23409755		1.035268	2.79566042										
1.555355	0.54431625	2.33813081	3.11543368	4.43003137	5.24093382		1.035468	2.79597562										
1.557357	0.54477477	2.33885858	3.11637557	4.43958906	5.24948058		1.035668	2.79629082										
1.559359	0.54532001	2.33971877	3.11748193	4.45081885	5.25940927		1.035868	2.79660602										
1.561361	0.54586525	2.34057897	3.11858829	4.46204864	5.26933796		1.036068	2.79692123										
1.563363	0.54641049	2.34143916	3.11969465	4.47327842	5.27926665		1.036268	2.79723643										
1.565365	0.54695573	2.34229935	3.12080101	4.48450821	5.28919534		1.036468	2.79755163										
1.567367	0.54750097	2.34315955	3.12190737	4.49573800	5.29912403		1.036668	2.79786683										
1.569369	0.54804780	2.34402135	3.12301243	4.50696501	5.30897379		1.036868	2.79818203										
1.571371	0.54859819	2.34488674	3.12411458	4.51818581	5.31864738		1.037069	2.79849723										
1.573373	0.54914857	2.34575213	3.12521674	4.52940662	5.32832097		1.037269	2.79881243										
1.575375	0.54969896	2.34661751	3.12631889	4.54062742	5.33799456		1.037469	2.79912763										
1.577377	0.55024935	2.34748290	3.12742105	4.55184822	5.34766814		1.037669	2.79944283										
1.579379	0.55079974	2.34834829	3.12852321	4.56306903	5.35734173		1.037869	2.79975803										
1.581381	0.55133694	2.34919373	3.12959959	4.57404124	5.36678185		1.038069	2.80007323										
1.583383	0.55168642	2.34975508	3.13030908	4.58147409	5.37289785		1.038269	2.80038843										
1.585385	0.55203589	2.35031643	3.13101858	4.58890693	5.37901385		1.038469	2.80070364										
1.587387	0.55238537	2.35087779	3.13172807	4.59633977	5.38512985		1.038669	2.80101884										
1.589389	0.55273484	2.35143914	3.13243756	4.60377261	5.39124584		1.038869	2.80133404										
1.591391	0.55308431	2.35200049	3.13314705	4.61120545	5.39736184		1.039070	2.80164924										
1.593393	0.55343379	2.35256185	3.13385655	4.61863830	5.40347784		1.039270	2.80196444										
1.595395	0.55378688	2.35312700	3.13456368	4.62605868	5.40940036		1.039470	2.80227964										
1.597397	0.55414077	2.35369298	3.13527031	4.63347637	5.41528095		1.039670	2.80259484										
1.599399	0.55449465	2.35425895	3.13597693	4.64089405	5.42116154		1.039870	2.80291004										
1.601401	0.55484853	2.35482493	3.13668355	4.64831174	5.42704213		1.040070	2.80322524										
1.603403	0.55520241	2.35539091	3.13739018	4.65572942	5.43292272		1.040270	2.80354044										
1.605405	0.55555629	2.35595688	3.13809680	4.66314711	5.43880331		1.040470	2.80385564										
1.607407	0.55592700	2.35653903	3.13881449	4.67057341	5.44455690		1.040670	2.80417084										
1.609409	0.55630999	2.35713297	3.13954026	4.67800602	5.45021783		1.040870	2.80448605										
1.611411	0.55669298	2.35772692	3.14026602	4.68543862	5.45587876		1.041071	2.80480125										
1.613413	0.55707597	2.35832086	3.14099179	4.69287122	5.46153969		1.041271	2.80511645										
1.615415	0.55745897	2.35891481	3.14171756	4.70030383	5.46720062		1.041471	2.80543165										
1.617417	0.55784196	2.35950875	3.14244332	4.70773643	5.47286155		1.041671	2.80574685										
1.619419	0.55829161	2.36020487	3.14328812	4.71639318	5.47926286		1.041871	2.80606205										
1.621421	0.55887394	2.36110439	3.14436989	4.72748681	5.48713801		1.042071	2.80637725										
1.623423	0.55945628	2.36200391	3.14545166	4.73858043	5.49501316		1.042271	2.80669245										
1.625425	0.56003861	2.36290343	3.14653342	4.74967406	5.50288831		1.042471	2.80700765										
1.627427	0.56062095	2.36380295	3.14761519	4.76076768	5.51076346		1.042671	2.80732285										
1.629429	0.56120328	2.36470247	3.14869696	4.77186130	5.51863861		1.042871	2.80763805										
1.631431	0.56178564	2.36560227	3.14977813	4.78295035	5.52647558		1.043072	2.80795325										
1.633433	0.56236821	2.36650494	3.15085336	4.79399345	5.53392944		1.043272	2.80826846										
1.635435	0.56295078	2.36740761	3.15192860	4.80503655	5.54138330		1.043472	2.80858366										
1.637437	0.56353335	2.36831028	3.15300383	4.81607965	5.54883715		1.043672	2.80889886										
1.639439	0.56411592	2.36921295	3.15407907	4.82712275	5.55629101		1.043872	2.80913971										
1.641441	0.56469849	2.37011562	3.15515430	4.83816586	5.56374486		1.044072	2.80933290										
1.643443	0.56528106	2.37101829	3.15622953	4.84920896	5.57119872		1.044272	2.80952609										
1.645445	0.56570494	2.37167033	3.15699747	4.85708042	5.57619941		1.044472	2.80971928										
1.647447	0.56610012	2.37227705	3.15770985	4.86437841	5.58075655		1.044672	2.80991247										
1.649449	0.56649531	2.37288377	3.15842222	4.87167640	5.58531368		1.044872	2.81010567										
1.651451	0.56689049	2.37349049	3.15913460	4.87897439	5.58987082		1.045073	2.81029886										
1.653453	0.56728567	2.37409721	3.15984697	4.88627239	5.59442795		1.045273	2.81049205										
1.655455	0.56768085	2.37470392	3.16055935	4.89357038	5.59898509		1.045473	2.81068524										
1.657457	0.56807996	2.37531286	3.16127023	4.90083713	5.60339077		1.045673	2.81087843										
1.659459	0.56848165	2.37592325	3.16198012	4.90808333	5.60769678		1.045873	2.81107162										
1.661461	0.56888334	2.37653365	3.16269001	4.91532953	5.61200279		1.046073	2.81126481										
1.663463	0.56928503	2.37714404	3.16339990	4.92257572	5.61630881		1.046273	2.81145801										
1.665465	0.56968672	2.37775444	3.16410979	4.92982192	5.62061482		1.046473	2.81165120										
1.667467	0.57008841	2.37836483	3.16481968	4.93706812	5.62492083		1.046673	2.81184439										
1.669469	0.57056168	2.37908477	3.16564888	4.94555726	5.62982642		1.046873	2.81203758										
1.671471	0.57116254	2.37999996	3.16669077	4.95626209	5.63580081		1.047074	2.81223077										
1.673473	0.57176341	2.38091516	3.16773266	4.96696692	5.64177521		1.047274	2.81242396										
1.675475	0.57236427	2.38183035	3.16877455	4.97767176	5.64774960		1.047474	2.81261715										
1.677477	0.57296513	2.38274555	3.16981644	4.98837659	5.65372399		1.047674	2.81281035										
1.679479	0.57356600	2.38366074	3.17085833	4.99908142	5.65969839		1.047874	2.81300354										
1.681481	0.57416706	2.38457612	3.17189951	5.00977250	5.66564334		1.048074	2.81319673										
1.683483	0.57476964	2.38549285	3.17293520	5.02035842	5.67136307		1.048274	2.81338992										
1.685485	0.57537221	2.38640959	3.17397090	5.03094434	5.67708280		1.048474	2.81358311										
1.687487	0.57597479	2.38732633	3.17500660	5.04153025	5.68280254		1.048674	2.81377630										
1.689489	0.57657737	2.38824306	3.17604229	5.05211617	5.68852227		1.048874	2.81396949										
1.691491	0.57717995	2.38915980	3.17707799	5.06270208	5.69424201		1.049075	2.81416269										
1.693493	0.57778252	2.39007654	3.17811369	5.07328800	5.69996174		1.049275	2.81435588										
1.695495	0.57821011	2.39072847	3.17884921	5.08068307	5.70386061		1.049475	2.81454907										
1.697497	0.57861197	2.39134148	3.17954063	5.08760923	5.70749190		1.049675	2.81474226										
1.699499	0.57901384	2.39195449	3.18023205	5.09453539	5.71112319		1.049875	2.81493545										
1.701502	0.57941570	2.39256750	3.18092346	5.10146155	5.71475448		1.050075	2.81512864										
1.703504	0.57981757	2.39318052	3.18161488	5.10838771	5.71838577		1.050275	2.81532184										
1.705506	0.58021944	2.39379353	3.18230630	5.11531387	5.72201706		1.050475	2.81551503										
1.707508	0.58074774	2.39459904	3.18320747	5.12424295	5.72671188		1.050675	2.81570822										
1.709510	0.58135089	2.39551852	3.18423284	5.13435782	5.73203636		1.050875	2.81590141										
1.711512	0.58195403	2.39643800	3.18525820	5.14447270	5.73736083		1.051076	2.81609460										
1.713514	0.58255718	2.39735748	3.18628357	5.15458758	5.74268531		1.051276	2.81628779										
1.715516	0.58316033	2.39827696	3.18730893	5.16470246	5.74800978		1.051476	2.81648098										
1.717518	0.58376348	2.39919644	3.18833430	5.17481733	5.75333426		1.051676	2.81667418										
1.719520	0.58436653	2.40011569	3.18935651	5.18484989	5.75865308		1.051876	2.81686737										
1.721522	0.58496941	2.40103456	3.19037368	5.19475061	5.76396285		1.052076	2.81706056										
1.723524	0.58557229	2.40195343	3.19139085	5.20465133	5.76927261		1.052276	2.81725375										
1.725526	0.58617517	2.40287230	3.19240802	5.21455205	5.77458238		1.052476	2.81744694										
1.727528	0.58677805	2.40379117	3.19342520	5.22445277	5.77989215		1.052676	2.81764013										
1.729530	0.58738093	2.40471004	3.19444237	5.23435349	5.78520191		1.052876	2.81783332										
1.731532	0.58795491	2.40558542	3.19541043	5.24375509	5.79026990		1.053077	2.81802652										
