alpha,energy
1.15,2.2536909409816
1.2,2.2653034210343
1.25,2.2754218538945494
1.3,2.28586751327986
1.35,2.29794511768153
1.4,2.31082815950612
1.45,2.3241433785259
1.5,2.33981279542588
