#Number of input points = 11
#     alpha               Energy
#0.711356045424182 0.525730158332323
#0.713026052104208 0.525726284654088
#0.714696058784235 0.525722410136491
#0.716366065464262 0.525718540477382
#0.718036072144289 0.525714749871519
#0.719706078824315 0.525709015962612
#0.721376085504342 0.525701427451173
#0.723046092184369 0.525694065145444
#0.724716098864395 0.525686702421055
#0.726386105544422 0.525679340224819
#0.728056112224449 0.525671977415139
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   0.525719001031184   -0.000012679736626    0.717155850723142    0.008601215415210      5.388e-17     -3.408e-17      6.375e-17     -7.362e-07      3.072e-06     1
   0.525714651333617   -0.000002451600301    0.718346713470308    0.001807954703588      2.885e-16     -2.084e-16      3.559e-16     -1.972e-07      2.631e-07     2
   0.525706822804598   -0.000009694091296    0.719615353894700    0.003076189510298     -1.559e-16      6.827e-17      1.702e-16      2.217e-07      1.665e-06     3
   0.525688875228211   -0.000038876921713    0.722203251588898    0.013104844755879      4.914e-17     -1.817e-17      5.239e-17     -1.552e-05      1.633e-05     4
