real,imag,alpha,theta,imag_err
0.5256990679550414,-8.39407264597138e-07,0.6943767017254827,-0.0001706732048283204,-2.479803343954187e-07
0.5256942182692426,-4.175853180133785e-06,0.6927862707656092,-0.0009079792405365247,-2.1065156237047616e-06
0.5257400888377477,-2.415472790862612e-06,0.705820940403819,-0.0004872753545247314,-1.1695343082626513e-06
0.5256963878452308,-4.285099696133738e-06,0.6933100715101406,-0.0014013496523119587,2.4424027714699454e-08
0.5257391933423042,-2.184233208753176e-06,0.705592575029353,-0.00046002453691536147,-1.8750422742239848e-07
0.5256940756882513,-3.872948847090791e-06,0.6928110241776676,-0.0008148371254471828,2.6264237933153084e-05
0.5257396193334658,-8.62404931216808e-06,0.7062871333309202,-0.0030248085404358223,-1.193498983574998e-06
0.5257379702376835,-1.4001171376603684e-07,0.7079843432458436,0.0005999259768736431,2.0538131651758325e-06
0.5256940235954332,-3.7354551649339593e-06,0.6928220803398751,-0.0007769970794511321,1.4096558741346283e-07
0.5257374439410016,-9.763615194986595e-06,0.7057148074369164,-0.0038449526992434925,-2.3072048439982533e-07
0.525736886047177,-3.0567352353585227e-06,0.7081958547239798,0.0024381535968529076,-4.4330957874067825e-06
0.5257441321215753,-6.238151402244935e-05,0.7119974042372049,-0.017775425787373785,-6.522706032082173e-06
0.5256939638094089,-3.575462898717195e-06,0.6928346011445317,-0.0007337447840074144,1.6487660574471735e-07
0.5257369347787979,-1.0361043110460862e-05,0.7056288168710624,-0.004183433113195729,-4.613115823266981e-07
0.5257178585761999,-5.972699779595799e-05,0.7074551019276663,-0.0254165967923172,8.11733006465248e-06
0.5257358318722708,-3.353405527637087e-06,0.7085086181214495,0.002783047514687824,-3.3247125749991886e-08
0.5256940099855232,-3.6969541764662867e-06,0.6928251377701953,-0.0007667279360965987,-1.1858534167464151e-07
0.5257370841871336,-1.0038143107503334e-05,0.7056320675897476,-0.0040257301621799925,3.3024028548832143e-07
0.5257361845904749,-3.4375233592139726e-06,0.708359608027228,0.002747566281246165,-5.0285988167442916e-08
0.5257346735944288,-5.43884426511529e-05,0.7087079510966547,-0.01820561954894257,1.6519082887402944e-05
0.5257239000762134,-5.735461270890433e-06,0.7144845028372228,0.004978360836883196,-3.2112242481921746e-07
0.5256944097236049,-4.5947264046401256e-06,0.6927497584495453,-0.0010387605596028464,-7.41776210091506e-07
0.5257283252941223,-2.115099072051376e-05,0.703436037259145,-0.009203797545208723,3.234043346642634e-06
0.5257366481148187,-7.054615710469056e-06,0.705237189254337,-0.0029560576431074733,1.3937159606872658e-06
0.5257382592764879,-4.382134480131532e-06,0.7074158500664249,0.00292807734599804,1.4276975489858497e-07
0.5257323796203235,-1.3477674219348245e-05,0.7094624850447394,0.009197669163932274,3.021510321663149e-05
0.5256941552361665,-4.0658662852089816e-06,0.6927951215462929,-0.0008703516839109914,5.821479821665391e-07
0.5256375245437445,-8.65373891703667e-05,0.7013148913451076,-0.05968928168032982,-9.952232799742088e-05
0.5257333428654872,-2.4854074727026328e-05,0.7048977843707418,-0.010207816103269415,-8.220444798417939e-06
0.5257372813598273,-8.239058358452877e-06,0.7054915472831936,-0.00330640175609181,-1.7083855312148776e-06
