#Number of input points = 10
#     alpha               Energy
#0.429135338345865 0.519204208857019
#0.430075187969925 0.519345276064717
#0.431015037593985 0.519486105258190
#0.431954887218045 0.519628427515851
#0.432894736842105 0.519773973773313
#0.433834586466165 0.519924472448411
#0.434774436090226 0.520081648108964
#0.435714285714286 0.520247218483654
#0.436654135338346 0.520422892452744
#0.437593984962406 0.520610367888253
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   0.518713109671079   -0.000012139390347    0.426018843040837   -0.000084946393801     -5.047e-16      1.360e-13      1.360e-13      2.730e-07     -6.065e-06     1
   0.107948621433389   -0.210122441890872    0.465007975523314   -0.390745661325659     -1.266e-16     -1.180e-16      1.731e-16     -8.278e-01     -1.337e-01     2
   0.519367523516566   -0.001188368800820    0.430403936547766   -0.027559344051600     -8.630e-18      6.905e-16      6.905e-16      5.712e-07      1.928e-06     3
