real,imag,alpha,theta
0.5206249381644475,-0.00033282418420861755,0.4377642823884185,-0.0036570286874808133
0.520625648067467,-0.0003339576893324501,0.43776631483943346,-0.0036627250111640835
0.5179328199471339,-0.0021205563868706393,0.4398888908387582,-0.040615885893442207
0.517996439998326,-0.003156464781286039,0.4411948711119941,-0.039823938245669314
0.5204820370129256,-0.0001904023676014032,0.4369918518336757,-0.002211225644739722
0.5204820568238993,-0.00019097286827588687,0.43699200500731045,-0.002214522066709455
0.520769346947877,-0.00030389991836304,0.43842116523158464,-0.0031663038779854817
0.5207706575651493,-0.0003042821554780438,0.4384242357143117,-0.0031675277631131203
0.5190399043851541,-0.0001850350692889401,0.4280383472628264,-0.0028090154426976956
0.5190400670449281,-0.0001857268769143796,0.4280388043882333,-0.002814330419193649
0.5197067486988507,-0.0017585215939175916,0.43763994008464646,-0.024483081201308304
0.5197490297144449,-0.0018409733533005677,0.4378831598929443,-0.024477927534312993
0.5210889918074674,-0.0006092973595818396,0.43999647650334467,-0.0056158393889411155
0.5211006451865803,-0.0006100850294174048,0.44001980177045474,-0.005608394470636553
0.5205739291162989,-0.00027344841547390265,0.4374850123996867,-0.003065365943741111
0.5205742933109755,-0.0002742844938138401,0.4374861104331796,-0.00306982021333895
0.5206893748440068,-0.0003380435914385502,0.43807179326175943,-0.0036256452880890355
0.520690501467985,-0.00033899557301503454,0.43807469775565283,-0.0036299553903080405
0.5072724131657974,-0.012833565522533896,0.4553261647848578,-0.058534597653379886
0.5191134812262017,-0.014120994184459737,0.456425000914155,-0.04818504133780222
0.5196798885843952,-0.00013308677400384898,0.43230243488490205,-0.001999158611183217
0.5196803951226366,-0.00013300917340833856,0.43230407750965927,-0.0019984725074549507
0.5170718007822982,-0.003166071264620865,0.4429299208432554,-0.04276914793824728
0.518073684235165,-0.004586650334904256,0.44427940395156656,-0.04034409529470862
0.5196804248630345,-0.00013323725431803554,0.43230595275933265,-0.0020012042622557505
0.5196809310937187,-0.00013315811668405286,0.4323075940791762,-0.0020005064605078233
0.520503199060219,-0.00021380477789821866,0.4371075492037762,-0.002462873438358382
0.5205032767078382,-0.00021444417366383385,0.4371078728411142,-0.0024665092606392445
0.5189667237350347,-0.00016629365212599375,0.42756871591094137,-0.002483097276782736
0.5189667283615845,-0.000165698746924975,0.42756879723283764,-0.002478636643942727
0.5207868750449557,-0.0002847998353163662,0.43849114096133684,-0.0029492729831941326
0.5207881240170171,-0.0002850361079736408,0.43849401603036897,-0.0029498222355455327
0.4891957075386563,-0.03927967921098066,0.37296179611363106,-0.03476568749702667
0.48765986894376545,-0.047392889959550405,0.3690634326213923,-0.041328391714765086
0.5207131573314717,-0.0003033404315674055,0.43816299861009944,-0.003226806856013703
0.5207142132655708,-0.00030397409861412076,0.43816560804509896,-0.003229529640180508
0.5207737038223988,-0.0002976988686687424,0.4384378015235827,-0.0030970891302191652
0.520774989313797,-0.00029804086542070684,0.4384407994439566,-0.0030981339231785816
0.9457629637505723,-0.12134604649230146,0.49005322856577826,-0.43570161054092305
0.5207844194208389,-0.00028779839709017815,0.4384814756653078,-0.0029828525540843407
0.5207856792242425,-0.0002880546798984611,0.438484382574781,-0.002983491973970347
0.4812294780458063,-0.11347594770089814,0.3450592851765767,-0.09697115293525164
0.5208984864633811,-0.00021855192269177633,0.438959425986711,-0.0021752582004596482
0.5208996171315486,-0.000218043280649803,0.43896180338200635,-0.00217229877059012
0.5208029251007822,-0.00026954388622371433,0.4385564551621666,-0.0027756363545361432
0.5208041290504135,-0.0002696592806988137,0.4385591855167363,-0.0027756242627011768
0.5197046082359749,-0.0002360007002630579,0.4324905268449492,-0.003535712058810761
0.5197057146576329,-0.0002356002400256088,0.43249407482691316,-0.0035322582398667228
0.5207842449840321,-0.00028800274358987526,0.43848078525760203,-0.002985150719970331
0.5207855055025679,-0.0002882604496664067,0.4384836943118008,-0.0029857966045236193
0.5206439795058974,-0.0003790411151134551,0.4378845610711153,-0.004131531970597455
0.5206450654045044,-0.00038048261439256473,0.4378876122684424,-0.004138473988986678
0.5207477158456018,-0.00032516579872490103,0.4383339304984315,-0.0034136076699809335
0.5207490807072013,-0.0003257411009122713,0.4383372046493121,-0.0034157540353022715
0.08779792771075573,-0.22246009492197089,0.4656489426795572,-0.3961350809161422
0.10410483406648306,-0.20606097279629912,0.4650775863350607,-0.39435465858845886
0.5204660797897316,-0.0004764955010932133,0.4370947202823054,-0.005545560091149015
0.5204657428212012,-0.0004795664360989813,0.43709530209549907,-0.005563542644224228
0.5205734566708929,-0.00040007728022047176,0.4375614620682165,-0.004476501514637033
0.5205740425547499,-0.00040199192798014605,0.43756358706384724,-0.004486604585669811
