real,imag,alpha,theta
0.5181506609092524,-0.00012443163396405632,0.42295425830711947,-0.0014440796591396164
0.5181509940800353,-0.00012461972081874128,0.42295505524033716,-0.0014452532405693978
0.5187042413650762,-0.0004023923092897147,0.4258197700544134,-0.0056407161147465
0.5187046944367463,-0.0004039880967900462,0.42582051751117056,-0.00565237534215561
0.5181802388631612,-0.0037883197128458714,0.41607137899540597,-0.027959809428915596
0.5181146210202794,-0.0034087325430991206,0.41639474579581404,-0.027129090702005504
0.5180846015771668,-0.0005083453381963117,0.4224327575836655,-0.005731849953083512
0.5180855042327492,-0.0005099996334065555,0.4224341713355908,-0.005741940513859162
0.518391709005096,-0.0014386486895942726,0.4221589070133359,-0.01702309404055778
0.5184171174656615,-0.0014437928623172302,0.42220240975803375,-0.017131898666523808
0.5161238328958898,-0.0036989261235467,0.44441474279828713,-0.04554114381313497
0.5179096533568038,-0.0055046355298424875,0.4458706116046477,-0.041957638611398
0.517850059169406,-0.00022464150910745938,0.42153050989183066,-0.0023481243948946786
0.5178502776403696,-0.00022391237403887617,0.42153111021246215,-0.002344407101036324
0.5204897253786617,-0.00019935534148315218,0.43703404509413246,-0.002308361591030625
0.5204897646471184,-0.00019995134979744838,0.43703425660019324,-0.0023117861176509347
0.5207716923087502,-0.0003019689787784624,0.438430829207567,-0.0031435822794322627
0.5207729990874824,-0.0003023319464483775,0.4384338832910297,-0.0031447130123181625
0.5199659782337234,-0.001202000128530434,0.4359855186802363,-0.016721977020163325
0.5199761148317984,-0.0012193015714685943,0.43604397556763497,-0.01678268839190742
0.5208397713776911,-0.0002132297679675158,0.43869898189391354,-0.0021682543702876336
0.5208407538353528,-0.00021310026632107173,0.43870114477630345,-0.002167216397978747
0.44957940389895207,-0.10295645470689348,0.3437613330110818,-0.07591185371717742
0.5186217829761053,-0.0018432760405901482,0.4381286812091908,-0.0366803450085376
0.5184977371012667,-0.002381349724322684,0.4390943206119291,-0.0367428908072313
0.520482857306608,-0.00019138894341063593,0.43699636363707134,-0.0022219816413368036
0.5204828791042047,-0.00019196220260231194,0.43699652282841067,-0.0022252920581509192
0.5207629481249139,-0.0003094679528126994,0.4383949547076607,-0.003231589567544397
0.5207642707459336,-0.00030990417057846076,0.4383980742855382,-0.0032330737163094
0.02900982971534363,-0.11635393738473045,0.48629231549263985,-0.492523781125814
0.5198414791874655,-0.0015810083305172738,0.43713398495038525,-0.021814519377312602
0.5198701738708232,-0.0016297180294590915,0.43729512322906483,-0.0218503066288635
0.5206975983782325,-0.0004740316096622422,0.43820617118321414,-0.005053457426838338
0.5206990815150178,-0.0004765157800716005,0.4382105983213519,-0.0050650925720373795
0.5205325523231268,-0.000244541200669759,0.4372673608265041,-0.0027851987147479466
0.5205327314882144,-0.0002452851460377958,0.4372679747392264,-0.0027893253366434068
