real,imag,alpha,theta,imag_err
0.02249353101017559,-0.10567622619787659,0.492066173093342,-0.5067868334741885,-0.08380782924638927
0.5193678095943242,-0.001189879301464252,0.4304084206005466,-0.027646184584165342,1.2964477754466271e-05
0.5180374208751538,-8.21272659691652e-08,0.42242223358731373,-4.583149592960948e-07,-4.1063650687749186e-08
0.5193688373482351,-0.0011894105531883336,0.43042654131961594,-0.02765118324614148,4.728047471316225e-07
0.16954059057068868,-0.028677303264238244,0.5195455781810894,-0.5895499905139939,0.07294815106968468
0.5181506609092524,-0.00012443163396405632,0.42295425830711947,-0.0014440796591396164,4.707075972564239e-08
0.5181509940800353,-0.00012461972081874128,0.42295505524033716,-0.0014452532405693978,-4.697262253583446e-08
0.5193678325049196,-0.0011896326766174367,0.4304104128191633,-0.02764011169919213,-2.1924214019318315e-07
0.02081974260118694,-0.10318313018757959,0.493884893285246,-0.5099519115282728,-0.07629728204087721
0.5180011377591506,-1.1676819967952706e-07,0.4222522608242347,-6.436020255073787e-07,-5.8384130114113784e-08
0.5193665148648997,-0.0011865010663688533,0.43041458405780614,-0.027486988592457233,3.077146053881213e-06
0.5278992887048558,-0.0360934391427534,0.44757247982879866,0.16101142278636224,0.05712153806967396
0.5180604127548472,-3.6116250760439887e-08,0.42253107545460744,-2.031434660802088e-07,-1.8058105593331924e-08
0.5187042413650762,-0.0004023923092897147,0.4258197700544134,-0.0056407161147465,3.9710180984160693e-07
0.5187046944367463,-0.0004039880967900462,0.42582051751117056,-0.00565237534215561,-4.007998533142338e-07
0.519367769102199,-0.001189863278357229,0.4304082075260087,-0.027645284991545328,-3.420937662932397e-06
0.022451874716500852,-0.1056594798931723,0.49211575942873803,-0.5067721162343763,-0.12436649125338262
0.5179680084725764,-1.3264461746828e-07,0.42209894690061106,-7.229181707806941e-07,-6.63223147664262e-08
0.5190126651617349,-1.0413198619607743e-07,0.4278815790558457,-7.837410942898468e-07,-5.2066031654782e-08
0.519366511881554,-0.00118904923556243,0.4303933525875714,-0.027596880654198484,8.108580996210504e-07
