#Number of input points = 25
#     alpha               Energy
#0.418796992481203 0.517148507520572
#0.419736842105263 0.517404179388870
#0.420676691729323 0.517641214763017
#0.421616541353383 0.517861196878054
#0.422556390977444 0.518065733632454
#0.423496240601504 0.518256455503846
#0.424436090225564 0.518435012578925
#0.425375939849624 0.518603072919154
#0.426315789473684 0.518762320211799
#0.427255639097744 0.518914451596204
#0.428195488721805 0.519061175303229
#0.429135338345865 0.519204208857019
#0.430075187969925 0.519345276064717
#0.431015037593985 0.519486105258190
#0.431954887218045 0.519628427515851
#0.432894736842105 0.519773973773313
#0.433834586466165 0.519924472448411
#0.434774436090226 0.520081648108964
#0.435714285714286 0.520247218483654
#0.436654135338346 0.520422892452744
#0.437593984962406 0.520610367888253
#0.438533834586466 0.520811329673787
#0.439473684210526 0.521027446708904
#0.440413533834586 0.521260370178169
#0.441353383458647 0.521511732306895
#
#
#
#*******************#
#
#
#        Real                 Imag                Alpha                Theta             Real(der)      Imag(der)       Abs(der)      Real(err)      Imag(err)   Number
   0.517981573372712   -0.000000127710973    0.422161506337782   -0.000000699243660      1.747e-15     -3.900e-11      3.900e-11      3.950e-11     -6.386e-08     1
   0.519089150072816   -0.001021696369711    0.427418037192556   -0.017178378745346      1.265e-14     -1.145e-13      1.152e-13     -1.884e-06      2.246e-06     2
   0.519096892216112   -0.001030766539831    0.427434611938494   -0.017298111268516     -7.693e-15      4.998e-14      5.057e-14      1.988e-06     -2.289e-06     3
   0.519030168312479   -0.000000092779999    0.427994508961013   -0.000000700517833     -3.592e-16      2.062e-11      2.062e-11      4.010e-12     -4.639e-08     4
   0.519366896375042   -0.001189115456867    0.430398025133414   -0.027600830231093      1.581e-17     -2.896e-16      2.901e-16      1.786e-07      1.914e-07     5
   0.519423944128016   -0.000000133139625    0.430600737784107   -0.000001031968508      7.541e-18      4.539e-12      4.539e-12      6.803e-11     -6.657e-08     6
   0.596983444818090   -1.456521009529532    0.478464549295054   -0.432296024015121     -6.177e-16     -9.520e-16      1.135e-15      7.302e-01     -1.506e+00     7
   0.520771692308750   -0.000301968978778    0.438430829207567   -0.003143582279432     -2.411e-12     -1.217e-13      2.414e-12     -3.263e-07      9.153e-08     8
   0.520772999087482   -0.000302331946448    0.438433883291030   -0.003144713012318     -7.686e-14      7.928e-16      7.686e-14      3.271e-07     -8.996e-08     9
